Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,player_id
Tolu Smith,Mississippi St.,SEC,SR,C,23,649.0,5.5,9.7,0.565,0.0,0.0,0.0,5.5,9.7,0.565,0.565,4.0,6.9,0.582,3.3,4.8,8.1,1.3,0.7,0.4,2.6,3.6,15.0,106.3,100.9,22.0,0.577,0.0,0.709,13.2,19.3,16.3,9.7,1.3,1.6,19.1,27.6,1.4,1.0,2.5,0.153,2.8,0.5,3.3,smithto05
Tony Bradley,North Carolina,ACC,FR,C,37,540.0,2.6,4.6,0.564,0.0,0.0,0.0,2.6,4.6,0.564,0.564,1.6,2.7,0.616,2.6,2.6,5.1,0.6,0.3,0.6,0.7,5.0,7.1,123.3,96.9,26.2,0.582,0.0,0.576,18.2,19.0,18.8,7.4,1.0,4.6,11.5,21.4,2.1,1.0,3.1,0.225,5.0,1.8,6.8,bradlto01
Tosan Evbuomwan,Princeton,Ivy,SR,F,30,943.0,6.0,11.8,0.51,0.3,1.0,0.3,5.7,10.8,0.529,0.523,3.1,4.8,0.65,1.7,4.6,6.3,4.8,0.8,0.6,2.9,2.8,15.1,107.7,99.7,22.0,0.549,0.094,0.403,5.8,16.1,11.3,31.5,1.3,1.9,18.6,28.3,2.6,1.7,4.4,0.174,3.5,1.2,4.6,evbuoto01
Toumani Camara,Dayton,A10,JR,C,34,1019.0,5.2,9.6,0.546,0.9,2.4,0.362,4.4,7.2,0.606,0.59,2.6,3.9,0.669,2.3,6.3,8.6,1.7,1.2,0.8,2.1,3.5,13.9,112.3,88.7,25.0,0.609,0.245,0.408,10.2,23.3,17.3,13.4,2.6,3.1,17.9,24.5,2.8,2.7,5.5,0.216,3.7,2.8,6.6,camarto01
Trae Young,Oklahoma,B12,FR,G,32,1133.0,8.2,19.3,0.423,3.7,10.2,0.361,4.5,9.1,0.493,0.519,7.4,8.6,0.861,0.4,3.5,3.9,8.7,1.7,0.2,5.2,2.0,27.4,112.1,106.9,28.3,0.586,0.532,0.444,1.3,9.9,5.8,48.3,2.5,0.7,20.0,38.4,4.6,1.1,5.7,0.201,9.4,0.8,10.1,youngtr01
Trayce Jackson-Davis,Indiana,B10,JR,C,32,1106.0,8.2,14.1,0.582,0.0,0.0,0.0,8.2,14.1,0.582,0.582,4.6,6.6,0.695,2.8,8.0,10.8,4.0,0.8,2.9,2.6,2.0,20.9,118.5,93.4,34.2,0.609,0.0,0.467,10.1,24.7,18.0,24.8,1.4,9.0,14.3,30.1,4.8,2.4,7.2,0.261,9.8,5.0,14.7,jackstr02
Tre Johnson,Texas,SEC,FR,G,33,1145.0,6.8,15.9,0.427,2.7,6.8,0.397,4.1,9.1,0.449,0.511,3.7,4.2,0.871,0.3,2.8,3.1,2.7,0.9,0.3,1.8,2.4,19.9,113.0,108.3,19.7,0.557,0.427,0.265,1.1,9.0,5.2,16.5,1.6,1.0,11.3,27.3,3.0,1.1,4.2,0.145,6.0,0.6,6.6,johnstr03
Tre Jones,Duke,ACC,SO,G,29,1028.0,5.6,13.2,0.423,1.3,3.7,0.361,4.2,9.5,0.447,0.474,3.7,4.8,0.771,0.7,3.6,4.2,6.4,1.8,0.3,2.7,2.0,16.2,110.8,93.7,21.2,0.524,0.282,0.366,2.1,10.8,6.5,31.4,2.8,0.9,16.8,24.6,3.0,2.0,4.9,0.192,4.6,2.3,6.9,jonestr01
Tre Mann,Florida,SEC,SO,F,24,766.0,5.5,12.1,0.459,1.9,4.7,0.402,3.7,7.4,0.494,0.536,3.1,3.7,0.831,0.7,5.0,5.6,3.5,1.4,0.2,2.8,3.0,16.0,109.9,98.2,21.1,0.579,0.386,0.307,2.6,17.1,10.2,22.3,2.4,0.6,19.6,25.9,2.2,1.2,3.3,0.172,4.6,1.7,6.3,manntr01
Trendon Watford,LSU,SEC,SO,F,28,968.0,6.1,12.6,0.48,0.6,2.0,0.316,5.4,10.6,0.512,0.506,3.5,5.4,0.651,1.7,5.7,7.4,2.9,1.1,0.6,2.6,2.9,16.3,105.6,102.5,20.2,0.536,0.161,0.429,5.3,16.8,11.3,15.6,1.8,2.0,16.9,24.9,2.2,1.1,3.3,0.136,3.5,0.7,4.1,watfotr01
Trey Alexander,Creighton,BE,JR,G,35,1302.0,6.6,14.9,0.446,1.8,5.2,0.339,4.9,9.6,0.504,0.506,2.5,3.1,0.824,0.5,5.2,5.7,4.7,1.1,0.4,2.5,1.9,17.6,108.7,100.9,18.7,0.538,0.352,0.208,1.8,14.6,8.8,23.9,1.7,1.0,14.8,26.5,2.8,2.1,4.9,0.149,2.7,2.0,4.7,alexatr01
Trey Jemison,UAB,CUSA,SR,C,39,981.0,5.7,9.7,0.586,0.0,0.0,0.0,5.7,9.7,0.588,0.586,3.1,4.8,0.644,4.3,9.1,13.4,0.8,0.9,2.7,1.7,4.4,14.5,123.7,92.9,22.0,0.603,0.004,0.494,11.7,24.3,18.1,3.7,1.3,7.4,12.2,16.3,2.5,2.3,4.8,0.194,1.8,2.5,4.3,jemistr01
Trey Murphy III,Virginia,ACC,JR,F,25,739.0,3.8,7.6,0.503,2.1,4.8,0.433,1.8,2.8,0.62,0.639,1.5,1.6,0.927,0.6,2.8,3.4,1.2,0.8,0.4,0.8,2.7,11.3,127.9,101.0,20.9,0.67,0.628,0.215,2.8,11.7,7.6,8.2,1.8,1.8,9.8,17.3,2.5,0.9,3.5,0.189,5.3,2.0,7.2,murphtr02
Tristan Vukcevic,Partizan,Intl,FR,F,22,362.2,8.0,13.8,0.58,2.2,5.6,0.4,5.8,8.2,0.701,0.659,3.7,4.6,0.811,2.1,6.6,8.6,2.8,1.3,1.3,3.1,5.9,21.9,115.726,102.36,12.162,0.692,0.406,0.333,17.716,37.119,29.02,48.276,4.387,18.031,15.6,63.858,0.157,1.035,1.192,0.132,1.61,2.77,4.379,vukcetr01
Ty Jerome,Virginia,ACC,JR,G,37,1256.0,4.8,11.1,0.435,2.1,5.4,0.399,2.7,5.7,0.469,0.532,1.8,2.5,0.736,0.5,3.8,4.2,5.5,1.5,0.0,1.6,2.0,13.6,119.1,91.7,22.9,0.555,0.484,0.222,1.8,13.0,7.8,32.6,3.0,0.1,13.3,24.1,4.3,2.9,7.2,0.228,6.3,4.0,10.3,jeromty01
Tyler Herro,Kentucky,SEC,FR,F,37,1207.0,5.0,10.9,0.462,1.6,4.6,0.355,3.4,6.3,0.538,0.536,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.6,14.0,118.2,96.8,19.4,0.58,0.419,0.231,1.6,14.0,8.2,15.2,2.0,1.1,14.8,20.0,3.3,2.1,5.4,0.181,4.6,3.5,8.1,herroty01
Tyler Kolek,Marquette,BE,SR,G,31,1022.0,5.6,11.3,0.496,1.5,3.9,0.388,4.1,7.4,0.552,0.563,2.6,3.0,0.851,0.7,4.2,4.9,7.7,1.6,0.2,2.9,1.2,15.3,118.4,100.5,24.3,0.6,0.345,0.268,2.6,14.8,8.8,42.1,2.8,0.6,18.9,26.6,3.4,1.7,5.1,0.2,6.4,2.8,9.2,kolekty01
Tyrese Haliburton,Iowa St.,B12,SO,G,22,807.0,5.6,11.1,0.504,2.4,5.6,0.419,3.2,5.5,0.592,0.611,1.7,2.0,0.822,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.4,15.2,120.1,99.9,25.9,0.631,0.508,0.184,4.6,13.7,9.2,35.3,3.8,2.0,20.1,21.5,2.7,1.6,4.3,0.187,7.4,3.3,10.7,halibty01
Tyrese Martin,Connecticut,BE,SR,F,29,930.0,5.0,11.1,0.449,1.5,3.4,0.43,3.5,7.6,0.457,0.516,2.1,3.1,0.689,2.3,5.2,7.5,1.9,0.8,0.5,1.8,2.6,13.6,111.5,96.4,19.5,0.54,0.312,0.28,8.1,17.9,13.0,12.1,1.5,1.6,15.7,21.9,2.3,1.6,3.9,0.168,4.5,0.9,5.4,martity01
Tyrese Maxey,Kentucky,SEC,FR,G,31,1068.0,4.8,11.3,0.427,1.1,3.6,0.292,3.8,7.7,0.492,0.474,3.2,3.9,0.833,0.4,3.9,4.3,3.1,0.9,0.4,2.2,2.8,14.0,104.7,98.3,16.3,0.531,0.322,0.342,1.4,12.1,7.3,18.3,1.5,1.3,16.6,22.1,2.1,1.5,3.6,0.134,1.9,1.5,3.4,maxeyty01
Tyrese Proctor,Duke,ACC,JR,G,38,1137.0,4.3,9.6,0.452,2.3,5.8,0.405,2.0,3.8,0.524,0.574,1.3,2.0,0.68,0.5,2.6,3.0,2.2,0.8,0.1,1.1,2.6,12.4,121.3,99.2,16.1,0.587,0.603,0.205,2.0,9.0,5.9,12.9,1.6,0.4,11.3,18.7,2.9,2.1,5.0,0.174,4.0,2.0,6.1,proctty01
Tyson Etienne,Wichita St.,Amer,SO,G,27,925.0,4.9,13.7,0.359,2.7,8.3,0.326,2.2,5.4,0.411,0.458,2.3,3.0,0.768,0.4,2.4,2.9,2.0,1.1,0.0,2.0,2.6,14.9,99.3,101.0,12.9,0.491,0.605,0.222,1.4,8.2,4.7,13.6,2.0,0.1,14.7,23.7,1.1,1.2,2.3,0.1,0.8,0.1,0.9,etienty01
Tyus Jones,Duke,ACC,FR,G,39,1322.0,3.5,8.3,0.417,1.2,3.2,0.379,2.3,5.1,0.44,0.489,3.7,4.2,0.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.4,11.8,121.8,98.3,20.4,0.575,0.383,0.5,1.8,9.9,6.1,27.5,2.7,0.2,17.4,19.9,4.4,2.1,6.5,0.196,5.6,2.8,8.4,jonesty01
VJ Edgecombe,Baylor,Big 12,FR,G,33,1080.0,6.1,14.1,0.436,1.9,5.7,0.34,4.2,8.4,0.5,0.504,4.1,5.3,0.782,2.5,4.4,6.9,3.9,2.5,0.7,2.4,3.1,18.3,119.1,102.5,22.1,0.552,0.402,0.373,7.1,13.5,10.2,19.2,3.8,2.3,12.5,24.1,3.0,1.8,4.8,0.178,7.1,4.3,11.4,edgecvj01
Victor Wembanyama,Paris,Intl,FR,F,34,1213.3,9.3,19.9,0.47,1.7,6.2,0.275,7.7,13.6,0.561,0.51,6.6,7.9,0.828,2.4,10.6,13.0,3.0,0.9,3.8,3.3,2.6,26.9,100.84,97.21,10.801,0.575,0.312,0.397,9.341,27.504,20.239,45.593,1.401,38.172,15.6,41.53,0.062,3.268,3.331,0.11,2.202,2.76,4.963,wembavi01
Vince Williams Jr.,VCU,A10,SR,F,30,973.0,4.6,9.6,0.477,2.2,5.6,0.387,2.4,4.0,0.605,0.591,2.8,3.4,0.814,0.9,5.1,6.0,3.0,1.6,1.1,2.9,3.6,14.1,108.2,87.8,20.7,0.629,0.585,0.355,3.5,17.7,11.0,19.6,2.9,3.8,23.0,22.5,2.1,2.5,4.6,0.191,4.4,4.3,8.7,willivi01
Vit Krejci,Zaragoza,Intl,FR,F,18,152.2,6.4,10.6,0.611,1.4,4.3,0.333,5.0,6.1,0.81,0.67,2.7,3.8,0.692,1.8,3.8,5.6,2.3,0.9,0.3,2.9,9.3,16.9,111.389,106.86,13.509,0.689,0.406,0.358,29.566,41.612,36.794,47.521,5.913,5.199,15.6,99.685,0.099,0.44,0.54,0.142,0.839,2.489,3.328,krejcvi01
Vladislav Goldin,Michigan,B10,SR,C,37,1019.0,6.0,9.9,0.607,0.3,0.9,0.333,5.7,9.0,0.634,0.622,4.3,5.9,0.731,2.4,4.7,7.0,1.1,0.5,1.4,2.3,2.9,16.6,117.4,98.7,25.7,0.654,0.09,0.598,10.3,17.4,14.2,8.5,1.1,5.2,18.3,26.1,3.3,1.9,5.2,0.206,5.8,3.1,8.9,goldivl01
Walker Kessler,Auburn,SEC,SO,C,34,869.0,4.8,7.9,0.608,0.3,1.5,0.2,4.5,6.4,0.702,0.627,1.6,2.6,0.596,2.6,5.4,8.0,0.9,1.1,4.5,1.1,4.1,11.4,122.6,82.3,31.4,0.627,0.151,0.332,10.9,22.1,17.3,7.0,2.4,18.8,12.9,19.0,2.8,2.7,5.5,0.254,5.9,7.4,13.2,kesslwa01
Wendell Carter Jr.,Duke,ACC,FR,C,37,993.0,4.8,8.6,0.561,0.5,1.2,0.413,4.3,7.4,0.586,0.591,3.4,4.5,0.738,2.9,6.1,9.1,2.0,0.8,2.1,2.0,4.2,13.5,121.5,92.0,28.2,0.628,0.144,0.527,12.8,23.1,18.4,13.0,1.7,7.6,18.2,23.4,3.6,2.3,5.9,0.239,5.9,4.5,10.4,cartewe01
Wendell Moore Jr.,Duke,ACC,JR,G,39,1324.0,4.8,9.6,0.5,1.3,3.2,0.413,3.5,6.4,0.544,0.569,2.4,3.0,0.805,1.2,4.1,5.3,4.4,1.4,0.2,1.9,1.9,13.4,121.1,100.4,21.4,0.605,0.335,0.314,4.3,12.4,8.7,21.7,2.3,0.6,16.6,20.3,4.3,1.9,6.2,0.186,5.4,1.9,7.3,moorewe01
Will Richard,Florida,SEC,SR,F,40,1265.0,4.6,9.5,0.487,2.0,5.6,0.359,2.6,3.9,0.669,0.592,2.0,2.4,0.844,1.1,3.4,4.6,1.8,1.6,0.3,1.5,2.8,13.3,124.5,99.0,18.3,0.624,0.587,0.253,4.0,11.0,7.7,9.9,3.0,1.1,15.9,17.4,3.3,2.4,5.7,0.18,4.4,3.9,8.3,richawi02
Will Riley,Illinois,B10,FR,F,35,899.0,4.4,10.3,0.432,1.3,4.1,0.326,3.1,6.1,0.502,0.497,2.4,3.3,0.724,1.2,2.9,4.1,2.2,0.3,0.3,1.2,1.9,12.6,115.3,106.6,17.4,0.532,0.401,0.323,5.2,11.5,8.5,16.0,0.6,1.0,11.3,23.0,2.3,1.0,3.3,0.146,4.4,0.8,5.2,rileywi01
Yang Hansen,Qingdao,Intl,FR,F,45,1638.9,8.0,13.6,0.586,0.4,1.3,0.333,7.6,12.2,0.613,0.603,4.0,5.9,0.671,3.8,9.0,12.9,3.7,1.2,3.2,3.7,3.8,20.3,102.031,98.14,10.551,0.627,0.096,0.434,14.491,22.881,19.678,63.793,1.83,44.944,15.6,30.35,0.056,4.317,4.373,0.107,0.892,2.33,3.223,yangha01
Yves Missi,Baylor,B12,FR,C,33,758.0,4.1,6.7,0.613,0.0,0.0,0.0,4.1,6.7,0.613,0.613,2.5,4.1,0.619,2.6,3.0,5.6,0.4,0.6,1.5,1.1,4.2,10.7,120.3,102.4,24.7,0.621,0.0,0.604,14.4,16.3,15.5,3.5,1.4,7.1,13.9,21.9,2.6,1.2,3.7,0.191,4.1,1.7,5.8,missiyv01
Zaccharie Risacher,Bourg,Intl,FR,F,32,781.1,6.0,13.6,0.439,2.1,6.1,0.352,3.8,7.4,0.511,0.518,4.2,5.7,0.74,2.2,4.8,6.9,1.7,1.6,0.4,2.4,4.3,18.3,98.876,102.43,10.668,0.568,0.449,0.419,12.518,18.208,15.704,36.957,3.642,5.618,15.6,42.124,0.029,2.053,2.081,0.107,1.142,1.077,2.218,risacza01
Zach Collins,Gonzaga,WCC,FR,C,39,672.0,3.5,5.3,0.652,0.3,0.5,0.476,3.2,4.8,0.672,0.676,2.8,3.8,0.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,6.3,10.0,120.6,79.1,31.0,0.703,0.101,0.715,12.2,23.2,18.4,4.4,1.5,9.8,20.2,24.8,2.6,2.4,5.0,0.299,4.2,5.7,10.0,colliza01
Zach Edey,Purdue,B10,SR,C,39,1247.0,8.6,13.8,0.623,0.0,0.1,0.5,8.6,13.8,0.624,0.624,7.9,11.2,0.711,4.6,7.5,12.2,2.0,0.3,2.2,2.3,2.4,25.2,128.8,95.9,39.3,0.659,0.004,0.809,18.1,25.5,22.0,14.6,0.5,6.9,12.7,33.4,7.9,2.6,10.5,0.336,12.4,3.1,15.5,edeyza01
Zach LaVine,UCLA,P12,FR,F,37,904.0,3.4,7.8,0.441,1.3,3.5,0.375,2.1,4.3,0.494,0.524,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,3.2,9.4,107.3,103.6,14.6,0.545,0.444,0.236,2.4,9.5,6.1,12.6,2.1,0.8,13.9,19.0,1.4,1.2,2.5,0.111,1.5,0.5,2.0,lavinza01
Zeke Nnaji,Arizona,P12,FR,C,32,978.0,5.6,9.8,0.57,0.2,0.5,0.294,5.4,9.3,0.586,0.578,4.8,6.2,0.76,3.1,5.5,8.6,0.8,0.7,0.9,2.2,3.1,16.1,116.1,91.3,25.7,0.63,0.054,0.637,11.5,20.4,15.9,5.8,1.3,3.3,16.9,24.1,3.5,2.1,5.6,0.229,4.9,1.9,6.8,nnajize01
Ziaire Williams,Stanford,P12,FR,F,20,558.0,3.8,10.2,0.374,1.1,4.0,0.291,2.6,6.2,0.427,0.431,1.9,2.5,0.796,0.5,4.0,4.6,2.2,0.8,0.6,2.9,3.4,10.7,85.0,98.0,11.2,0.473,0.389,0.241,2.4,16.4,9.9,16.4,1.7,2.2,23.2,25.8,-0.2,0.9,0.6,0.046,-1.6,1.3,-0.3,willizi02
Zion Williamson,Duke,ACC,FR,F,33,989.0,9.0,13.2,0.68,0.7,2.2,0.338,8.2,11.0,0.747,0.708,3.9,6.2,0.64,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.8,22.6,129.2,86.8,40.8,0.702,0.163,0.467,12.8,18.0,15.5,15.0,3.9,5.8,15.2,28.2,5.5,2.8,8.3,0.335,12.8,5.9,18.7,willizi01
A.J. Green,Northern Iowa,MVC,JR,G,30,1093.0,5.8,14.0,0.411,3.1,7.9,0.388,2.7,6.1,0.44,0.52,4.7,5.1,0.915,0.2,3.5,3.7,2.5,0.8,0.0,2.2,1.8,18.8,110.4,106.4,19.7,0.585,0.562,0.363,0.8,11.7,6.3,14.2,1.4,0.1,13.4,26.2,3.1,0.9,4.1,0.144,4.6,-1.0,3.6,greenaj01
Walter Clayton,Florida,SEC,SR,G,39,1271.0,6.0,13.4,0.448,3.0,7.8,0.386,3.0,5.7,0.534,0.56,3.2,3.7,0.875,0.4,3.3,3.7,4.2,1.2,0.5,2.4,2.3,18.3,122.2,101.1,21.6,0.602,0.578,0.275,1.2,10.3,6.0,23.2,2.1,1.6,16.9,24.8,4.4,2.1,6.5,0.206,7.3,2.6,9.9,claytwa01
DaRon Holmes,Dayton,A10,JR,C,33,1069.0,6.6,12.1,0.544,1.0,2.5,0.386,5.6,9.6,0.585,0.584,6.2,8.8,0.713,1.7,6.8,8.5,2.6,0.9,2.1,2.2,2.5,20.4,119.1,95.3,31.7,0.626,0.208,0.724,6.8,23.7,15.9,19.0,1.8,7.2,13.7,31.2,4.7,2.3,7.0,0.26,7.8,3.6,11.5,holmeda01
Monte Morris,Iowa St.,B12,SO,G,34,1153.0,4.6,9.0,0.507,0.9,2.4,0.395,3.6,6.6,0.547,0.559,1.9,2.5,0.753,0.7,2.7,3.4,5.2,1.9,0.4,1.1,1.6,11.9,126.2,99.0,24.7,0.586,0.308,0.278,2.5,8.6,7.6,27.4,3.2,1.3,10.7,17.7,4.8,1.7,6.5,0.21,5.6,3.6,9.2,morrimo01
Xavier Tillman Sr.,Michigan St.,B10,JR,C,31,995.0,5.3,9.7,0.55,0.4,1.6,0.26,4.9,8.1,0.608,0.572,2.6,4.0,0.667,2.7,7.6,10.3,3.0,1.2,2.1,2.0,3.3,13.7,116.6,85.6,26.5,0.593,0.167,0.41,9.9,23.9,17.5,18.3,2.1,6.9,16.4,21.6,3.1,2.7,5.8,0.234,5.7,5.7,11.5,tillmxa01
Tristan Da Silva,Colorado,P12,SR,F,34,1156.0,5.8,11.8,0.492,1.9,4.8,0.395,3.9,7.0,0.559,0.573,2.5,3.0,0.835,0.9,4.1,5.1,2.4,1.1,0.6,1.8,2.4,16.0,118.0,102.8,19.8,0.606,0.405,0.258,3.6,13.7,9.0,13.4,2.0,1.7,14.5,21.2,3.1,1.6,4.7,0.164,4.6,1.6,6.2,dasiltr01
RJ Barrett,Duke,ACC,FR,F,38,1341.0,9.5,20.9,0.454,2.2,7.1,0.308,7.3,13.9,0.529,0.506,4.4,6.7,0.665,1.8,6.8,8.6,4.9,1.0,0.5,3.7,2.1,25.7,110.1,95.9,23.3,0.532,0.338,0.319,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,3.8,2.7,6.5,0.194,6.5,2.1,8.6,barrerj01
Moussa Diabate,Michigan,Big Ten,FR,F,32,796.0,5.9,10.9,0.542,0.2,0.7,0.214,5.7,10.2,0.564,0.549,2.6,4.2,0.619,3.8,5.8,9.6,1.3,0.6,1.4,2.4,4.3,14.5,110.9,104.1,17.6,0.565,0.065,0.389,11.9,17.0,14.5,6.2,0.8,3.7,15.5,19.7,1.6,0.9,2.5,0.124,1.6,1.1,2.8,diabamo01
Egor Demin,BYU,Big 12,FR,G,33,908.0,5.6,13.5,0.412,1.9,6.8,0.273,3.7,6.7,0.553,0.48,2.5,3.6,0.695,0.4,5.2,5.6,7.9,1.7,0.5,4.3,1.8,15.5,103.9,105.6,15.6,0.509,0.503,0.268,1.3,14.8,8.3,34.6,2.5,1.7,21.9,24.5,1.1,1.3,2.3,0.103,3.1,2.2,5.3,demineg01
GG Jackson,South Carolina,SEC,FR,F,32,1021.0,6.9,18.1,0.384,2.2,6.7,0.324,4.8,11.4,0.419,0.444,3.3,4.9,0.677,1.9,5.5,7.4,1.1,0.9,1.0,3.4,1.9,19.3,93.3,109.8,14.9,0.474,0.369,0.269,5.4,17.0,10.9,6.6,1.4,2.8,14.2,30.8,0.3,0.7,1.0,0.04,1.2,-1.3,-0.1,jacksgg01
Kasparas Jakucionis,Illinois,Big Ten,FR,G,33,1051.0,5.7,12.9,0.44,2.1,6.5,0.318,3.6,6.4,0.562,0.519,5.4,6.4,0.845,1.8,5.4,7.2,5.9,1.1,0.3,4.7,3.3,18.8,112.1,105.2,17.4,0.59,0.501,0.496,4.9,13.6,9.5,26.0,1.5,0.8,22.7,24.2,2.2,1.5,3.7,0.141,4.0,2.6,6.6,jakucka01
David Jones Garcia,Memphis,AAC,JR,F,32,1035.0,8.6,18.8,0.459,3.1,8.0,0.38,5.6,10.7,0.518,0.54,6.7,8.4,0.797,3.2,6.3,9.4,2.3,2.7,0.5,3.7,2.4,27.0,117.3,101.8,27.2,0.592,0.428,0.447,8.9,16.7,12.9,11.9,3.8,1.5,14.0,31.5,3.6,1.7,5.2,0.203,7.3,1.5,8.8,jonesda06
Yanic Konan Niederhauser,Penn St.,Big Ten,JR,F,29,728.0,7.9,12.9,0.611,0.1,0.6,0.091,7.8,12.3,0.637,0.613,4.8,7.2,0.664,3.3,6.8,10.1,1.2,1.0,3.7,2.6,4.0,20.5,118.9,100.2,24.3,0.631,0.047,0.56,10.0,19.9,15.1,6.1,1.5,10.2,13.9,23.5,1.9,1.4,3.3,0.179,2.9,3.1,6.1,konanya01
Kelly Oubre,Kansas,Big 12,FR,G,36,756.0,5.8,13.1,0.444,1.8,5.0,0.358,4.0,8.1,0.497,0.512,4.2,5.8,0.718,2.2,7.3,9.5,1.5,2.2,0.7,2.3,3.8,17.6,112.0,92.6,21.1,0.555,0.383,0.444,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,1.7,1.7,3.4,0.18,4.7,4.1,8.8,oubreke01
PJ Washington,Kentucky,SEC,SO,F,35,1024.0,7.4,14.2,0.522,1.3,3.0,0.423,6.1,11.2,0.549,0.567,4.6,7.0,0.663,3.2,7.1,10.3,2.5,1.1,1.7,2.7,3.4,20.7,119.5,93.9,26.0,0.592,0.214,0.489,10.0,19.9,15.3,13.1,1.7,4.8,13.3,25.8,3.5,2.2,5.7,0.223,6.9,4.0,10.9,washipj01
Dario Saric,Anadolu Efes,Intl,FR,F,24,598.9,7.7,15.3,0.5,2.1,5.3,0.403,5.4,9.9,0.552,0.572,3.4,3.7,0.939,2.7,7.6,10.2,2.6,0.9,0.8,2.7,4.6,20.9,106.481,103.61,11.242,0.617,0.346,0.242,15.028,28.2,22.708,46.263,2.004,10.146,15.6,43.698,0.09,1.582,1.672,0.112,1.427,1.616,3.043,saricda01
Robert Williams III,Texas A&M,SEC,SO,F,30,769.0,7.2,11.4,0.632,0.0,0.6,0.0,7.2,10.8,0.668,0.632,1.7,3.6,0.471,3.7,10.7,14.4,2.2,1.2,4.1,2.7,3.4,16.2,113.8,90.2,25.5,0.614,0.055,0.318,10.2,26.8,18.9,10.8,1.8,10.4,17.0,19.0,1.5,2.0,3.5,0.184,4.5,6.2,10.6,williro04
Luka Doncic,Real Madrid,Intl,FR,F,28,745.6,7.1,15.4,0.463,2.0,7.0,0.28,5.2,8.4,0.617,0.526,5.1,6.6,0.773,1.6,7.9,9.4,8.3,1.9,0.7,3.6,2.7,21.3,97.243,100.34,11.135,0.582,0.455,0.429,8.345,27.47,19.611,157.795,3.964,8.827,15.6,45.699,0.02,1.994,2.014,0.108,2.153,2.118,4.27,doncilu01
Hugo Gonzalez,Real Madrid,Intl,FR,F,29,456.7,5.1,11.3,0.444,1.2,4.7,0.271,3.8,6.7,0.565,0.504,3.3,4.3,0.773,2.1,4.9,7.0,2.7,1.3,0.9,2.0,6.7,14.7,96.761,103.48,11.143,0.557,0.416,0.381,18.521,28.81,24.694,66.502,4.586,14.79,15.6,53.593,0.011,1.252,1.262,0.111,0.753,1.945,2.698,gonzahu01
Nikola Jokic,Serbia,Intl,FR,F,5,120.0,7.0,12.6,0.559,0.8,3.0,0.25,6.3,9.7,0.654,0.587,2.2,3.3,0.667,2.2,8.9,11.1,4.4,1.9,1.1,2.6,5.6,17.0,102.09,101.07,16.55,0.605,0.238,0.262,12.731,34.336,25.694,84.615,4.398,16.492,15.6,38.546,0.047,0.45,0.497,0.166,0.915,2.827,3.742,jokicni01
Nikola Jovic,Mega,Intl,FR,F,25,772.2,5.8,13.6,0.428,2.4,6.8,0.356,3.4,6.8,0.5,0.515,2.8,3.8,0.754,1.2,5.1,6.3,4.9,0.8,0.6,3.9,3.6,16.9,88.149,103.72,10.653,0.553,0.5,0.279,5.396,15.288,11.331,109.375,1.439,8.427,15.6,34.483,-0.053,2.001,1.948,0.101,1.093,0.443,1.536,jovicni01
Karlo Matkovic,Mega,Intl,FR,F,25,610.0,8.8,14.4,0.606,0.0,0.2,0.0,8.8,14.2,0.615,0.611,3.6,5.0,0.71,5.0,6.1,11.1,2.0,0.9,2.0,2.9,5.6,21.1,108.205,101.95,11.338,0.636,0.014,0.347,28.461,23.148,25.273,31.847,2.049,26.738,15.6,44.399,0.103,1.67,1.773,0.116,0.846,1.692,2.538,matkoka01
Kristaps Porzingis,Sevilla,Intl,FR,F,34,818.9,7.4,15.8,0.471,1.3,4.3,0.313,6.1,11.4,0.531,0.509,3.6,4.6,0.774,3.0,5.9,8.9,0.8,1.7,1.8,2.4,5.3,19.8,97.903,100.16,10.777,0.555,0.272,0.291,17.3,22.682,20.529,14.706,3.921,22.195,15.6,46.649,0.023,2.222,2.246,0.11,0.994,2.055,3.049,porzikr01
Tidjane Salaun,Cholet,Intl,FR,F,33,831.1,5.2,13.9,0.373,2.4,7.4,0.329,2.8,6.4,0.425,0.46,3.0,3.9,0.767,2.4,4.7,7.1,1.8,2.0,0.4,2.7,4.4,15.8,86.263,101.48,10.534,0.506,0.532,0.281,13.235,17.28,15.662,43.689,4.412,5.513,15.6,40.403,-0.064,2.198,2.134,0.103,0.845,1.242,2.087,salauti01
