Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,player_id
Cam Whitmore,Villanova,BE,FR,F,26,709.0,4.7,9.8,0.478,1.4,4.2,0.343,3.3,5.7,0.578,0.551,1.7,2.5,0.703,0.8,4.5,5.3,0.7,1.4,0.3,1.6,2.5,12.5,103.6,98.8,20.5,0.571,0.424,0.251,3.7,20.3,12.1,6.4,3.2,1.6,15.1,24.3,1.1,1.2,2.3,0.13,3.1,2.1,5.3,whitmca01
Cameron Johnson,North Carolina,ACC,SR,F,36,1078.0,5.9,11.6,0.505,2.7,5.8,0.457,3.2,5.8,0.553,0.62,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,2.0,16.9,128.9,97.4,24.9,0.647,0.504,0.263,6.5,13.4,10.0,13.8,2.1,1.1,12.8,20.7,4.3,1.9,6.2,0.229,9.0,3.1,12.1,johnsca02
Caris LeVert,Michigan,B10,SR,G,14,435.0,5.4,10.7,0.5,1.9,4.3,0.45,3.4,6.4,0.533,0.59,3.7,4.7,0.788,0.6,4.8,5.4,4.9,0.9,0.2,1.6,1.7,16.4,126.8,102.2,28.8,0.631,0.401,0.44,2.5,19.0,10.6,32.9,1.8,0.8,11.9,26.0,2.2,0.7,2.8,0.243,7.8,2.6,10.4,leverca01
Carter Bryant,Arizona,B12,FR,F,37,715.0,2.2,4.8,0.46,1.1,2.8,0.371,1.1,1.9,0.592,0.571,1.1,1.6,0.695,0.9,3.2,4.1,1.0,0.9,1.0,1.0,4.8,6.5,113.9,98.8,16.6,0.593,0.597,0.335,5.3,17.8,11.9,8.3,2.8,5.8,18.5,16.0,1.2,1.4,2.5,0.142,3.2,4.3,7.5,bryanca01
Cason Wallace,Kentucky,SEC,FR,G,32,1026.0,4.3,9.8,0.446,1.4,4.0,0.346,3.0,5.8,0.514,0.516,1.7,2.2,0.757,0.9,2.8,3.7,4.2,2.0,0.5,2.1,3.0,11.7,112.1,99.2,18.5,0.543,0.407,0.224,3.3,10.3,6.7,24.4,3.7,1.6,19.3,20.3,2.2,1.6,3.9,0.15,3.1,3.9,7.0,wallaca01
Cedric Coward,Washington St.,WCC,SR,F,6,198.0,5.7,10.2,0.557,2.0,5.0,0.4,3.7,5.2,0.71,0.656,4.3,5.2,0.839,1.8,5.2,7.0,3.7,0.8,1.7,2.2,3.2,17.7,131.3,107.6,26.0,0.7,0.492,0.508,7.0,17.2,12.4,20.6,1.4,5.3,16.5,22.3,0.8,0.2,1.0,0.21,7.1,1.7,8.8,cowarce01
Charles Bassey,Western Kentucky,CUSA,JR,C,28,852.0,6.9,11.8,0.59,0.6,2.1,0.305,6.3,9.6,0.652,0.617,3.1,4.1,0.759,3.3,8.3,11.6,0.7,0.4,3.1,2.2,3.1,17.6,118.2,89.5,32.7,0.643,0.179,0.353,13.2,30.8,22.4,5.6,0.7,11.5,16.6,25.4,3.3,2.1,5.4,0.254,6.3,2.6,8.9,bassech01
Chaz Lanier,Tennessee,SEC,SR,F,38,1192.0,6.4,14.8,0.431,3.2,8.2,0.395,3.2,6.7,0.474,0.54,2.0,2.6,0.758,0.5,3.4,3.9,1.1,0.9,0.1,1.1,2.0,18.0,115.5,100.8,19.5,0.56,0.551,0.176,2.0,12.1,7.3,7.8,1.8,0.5,8.8,24.9,3.2,2.0,5.2,0.173,5.8,1.8,7.5,laniech01
Chet Holmgren,Gonzaga,WCC,FR,C,32,861.0,5.3,8.8,0.607,1.3,3.3,0.39,4.0,5.5,0.737,0.68,2.2,3.1,0.717,1.8,8.1,9.9,1.9,0.8,3.5,1.9,3.9,14.1,124.3,78.5,31.3,0.691,0.375,0.354,8.0,28.7,19.6,11.4,1.6,11.9,17.9,21.4,3.3,3.1,6.3,0.294,7.1,7.0,14.1,holmgch01
Chris Boucher,Oregon,P12,SR,C,30,706.0,4.5,8.6,0.521,1.2,3.4,0.347,3.3,5.3,0.633,0.589,1.6,2.8,0.566,1.7,4.3,6.1,0.4,0.4,2.5,1.0,4.7,11.8,115.5,91.5,25.3,0.59,0.383,0.32,9.3,19.6,14.9,3.1,1.0,11.7,11.3,21.8,2.0,1.8,3.8,0.206,3.6,3.3,6.9,bouchch01
Chris Livingston,Kentucky,SEC,FR,F,34,761.0,2.3,5.4,0.429,0.5,1.7,0.305,1.8,3.7,0.488,0.478,1.1,1.6,0.722,1.1,3.1,4.2,0.7,0.4,0.4,0.9,3.0,6.3,106.3,102.7,12.1,0.513,0.321,0.293,5.7,16.2,10.8,5.5,1.2,1.7,16.2,15.1,0.9,1.0,1.9,0.1,0.4,1.3,1.6,livinch01
Chris Paul,Wake Forest,ACC,SO,G,32,1069.0,5.4,11.9,0.451,1.7,3.6,0.474,3.6,8.2,0.441,0.524,5.8,7.0,0.834,0.8,4.6,5.4,7.9,2.8,0.0,3.3,3.1,18.3,0.0,0.0,0.0,0.601,0.306,0.59,0.0,0.0,7.5,33.8,0.0,0.1,18.0,21.5,2.9,1.6,4.6,0.171,0.0,0.0,0.0,paulch01
Chris Youngblood,Alabama,SEC,SR,F,28,709.0,3.4,7.7,0.447,2.1,5.4,0.388,1.3,2.2,0.587,0.584,1.3,1.6,0.804,0.9,1.4,2.3,0.9,0.7,0.2,1.1,3.5,10.3,119.3,111.2,13.0,0.608,0.707,0.214,3.9,5.4,4.7,5.6,1.4,0.9,14.2,15.7,1.4,0.5,1.9,0.109,3.6,1.4,4.9,youngch01
Christian Braun,Kansas,B12,JR,F,40,1374.0,5.2,10.4,0.495,1.3,3.3,0.386,3.9,7.2,0.545,0.556,2.5,3.4,0.733,1.4,5.1,6.5,2.8,1.0,0.8,2.0,2.1,14.1,114.1,95.9,19.6,0.585,0.316,0.323,4.9,16.0,10.8,14.5,1.6,2.5,16.8,20.2,3.5,2.5,6.0,0.174,5.2,2.8,8.0,braunch01
Christian Koloko,Arizona,P12,SO,C,37,941.0,4.9,7.8,0.635,0.0,0.1,0.0,4.9,7.7,0.642,0.635,2.7,3.7,0.735,2.6,4.7,7.3,1.4,0.8,2.8,1.6,4.4,12.6,123.6,87.7,28.0,0.661,0.01,0.472,12.2,18.0,15.4,9.8,1.6,10.3,16.7,20.6,3.4,2.4,5.9,0.25,4.8,4.6,9.4,kolokch01
Chucky Hepburn,Louisville,ACC,SR,G,34,1184.0,4.9,11.3,0.432,1.9,5.6,0.328,3.0,5.6,0.536,0.514,4.8,5.6,0.844,0.5,2.9,3.5,5.8,2.4,0.1,3.0,3.1,16.4,115.2,98.4,20.9,0.586,0.5,0.5,1.8,9.4,5.7,31.3,4.0,0.3,19.7,25.5,3.3,2.3,5.7,0.191,4.0,4.2,8.2,hepbuch01
Clint Capela,Élan,Intl,FR,F,30,723.3,7.8,11.8,0.665,0.0,0.1,0.0,7.8,11.7,0.668,0.661,2.6,4.4,0.575,4.7,8.9,13.6,2.2,1.2,3.1,2.8,4.0,18.2,110.063,98.42,11.232,0.662,0.008,0.373,27.075,34.18,31.338,38.732,2.765,49.128,15.6,38.103,0.1,2.023,2.123,0.117,0.447,3.194,3.641,capelca01
Coby White,North Carolina,ACC,FR,G,35,1000.0,5.4,12.7,0.423,2.3,6.7,0.352,3.0,6.0,0.502,0.516,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,2.7,16.1,108.7,98.1,19.2,0.556,0.523,0.293,1.3,11.4,6.4,24.4,2.0,1.3,19.0,26.1,2.4,1.7,4.1,0.165,4.7,2.3,7.0,whiteco01
Cody Martin,Nevada,MWC,SR,G,34,1171.0,4.4,8.8,0.507,1.0,2.8,0.358,3.4,6.0,0.576,0.564,2.2,2.9,0.763,0.9,3.5,4.4,4.9,1.4,0.7,1.9,2.9,12.1,119.0,95.3,19.1,0.596,0.318,0.326,3.0,11.1,7.2,25.6,2.2,2.3,16.7,18.4,3.1,2.3,5.4,0.185,3.1,3.0,6.1,martico01
Cody Williams,Colorado,P12,FR,F,24,675.0,4.5,8.1,0.552,0.7,1.7,0.415,3.8,6.4,0.588,0.595,2.3,3.2,0.714,0.7,2.3,3.0,1.6,0.6,0.7,2.0,2.8,11.9,109.4,105.2,15.7,0.62,0.211,0.397,3.3,9.2,6.4,10.4,1.3,2.4,20.5,20.1,1.2,0.8,2.0,0.118,2.0,1.0,2.9,willico04
Colby Jones,Xavier,BE,JR,F,36,1224.0,5.8,11.3,0.509,1.2,3.3,0.378,4.5,8.0,0.563,0.564,2.2,3.4,0.653,1.2,4.5,5.7,4.4,1.3,0.6,2.3,2.5,15.0,112.6,102.4,19.8,0.58,0.292,0.305,4.4,14.4,9.7,22.3,2.1,1.6,17.3,22.1,3.0,1.6,4.6,0.15,4.4,2.0,6.4,jonesco02
Cole Anthony,North Carolina,ACC,FR,G,22,767.0,6.0,15.7,0.38,2.2,6.4,0.348,3.7,9.3,0.402,0.451,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,3.3,18.5,97.6,101.2,17.5,0.501,0.409,0.371,1.4,16.4,8.7,23.9,2.1,0.9,19.6,29.0,1.2,0.9,2.1,0.108,3.0,1.4,4.3,anthoco01
Colin Castleton,Florida,SEC,SR,C,26,810.0,5.8,11.5,0.5,0.1,0.6,0.133,5.7,11.0,0.519,0.503,4.3,6.0,0.729,1.8,5.9,7.7,2.7,0.9,3.0,2.5,2.7,16.0,104.8,92.5,26.0,0.555,0.05,0.517,6.6,20.2,13.6,19.9,1.7,9.2,16.5,28.2,1.8,1.8,3.6,0.177,4.2,5.1,9.2,castlco01
Collin Gillespie,Villanova,BE,SR,G,38,1302.0,4.9,11.4,0.434,3.0,7.2,0.415,2.0,4.2,0.466,0.565,2.8,3.1,0.905,0.4,3.4,3.8,3.2,1.0,0.0,1.7,2.2,15.6,122.6,100.6,21.5,0.609,0.628,0.268,1.5,11.6,6.6,20.2,1.9,0.0,13.7,22.4,4.8,1.7,6.5,0.201,6.2,2.0,8.1,gilleco01
Collin Murray-Boyles,South Carolina,SEC,SO,F,32,980.0,6.2,10.6,0.586,0.3,1.1,0.265,5.9,9.5,0.622,0.599,4.2,5.9,0.707,2.2,6.0,8.2,2.4,1.5,1.3,2.4,3.3,16.8,115.8,99.1,27.8,0.63,0.101,0.556,8.8,23.8,16.3,21.1,2.9,4.7,17.6,27.0,3.1,1.8,4.9,0.2,6.6,4.6,11.1,murraco01
Collin Sexton,Alabama,SEC,FR,G,33,988.0,5.9,13.3,0.447,1.3,4.0,0.336,4.6,9.3,0.495,0.498,5.9,7.6,0.778,1.0,2.7,3.8,3.6,0.8,0.1,2.8,3.3,19.2,109.6,104.3,23.5,0.567,0.299,0.575,4.0,9.7,7.0,27.8,1.6,0.3,16.2,32.5,3.2,1.2,4.4,0.177,5.4,0.6,6.0,sextoco01
Cooper Flagg,Duke,ACC,FR,F,37,1135.0,6.5,13.4,0.481,1.4,3.6,0.385,5.1,9.8,0.517,0.533,4.8,5.8,0.84,1.3,6.2,7.5,4.2,1.4,1.4,2.1,2.5,19.2,123.0,88.4,30.4,0.593,0.272,0.429,5.5,21.2,14.1,26.8,2.8,4.9,13.5,30.8,5.1,3.3,8.4,0.296,9.2,5.8,15.0,flaggco01
Corey Kispert,Gonzaga,WCC,SR,F,32,1018.0,6.5,12.3,0.529,2.8,6.5,0.44,3.7,5.9,0.628,0.644,2.7,3.1,0.878,0.9,4.0,5.0,1.8,0.9,0.4,1.3,2.1,18.6,131.2,95.9,25.4,0.674,0.524,0.248,3.8,13.9,9.3,9.0,1.5,1.4,10.7,20.7,4.6,1.8,6.4,0.251,8.7,1.7,10.4,kispeco01
Craig Porter Jr.,Wichita St.,Amer,SR,G,31,1044.0,5.2,10.8,0.478,1.2,3.3,0.363,4.0,7.5,0.528,0.533,2.0,3.0,0.685,1.3,4.9,6.2,4.9,1.5,1.5,2.5,2.3,13.5,109.0,96.0,22.1,0.554,0.304,0.275,4.6,16.1,10.7,30.3,2.7,5.0,18.9,23.8,2.3,2.0,4.3,0.164,4.7,3.4,8.1,portecr01
Curtis Jones,Iowa St.,B12,SR,G,34,1037.0,5.8,13.5,0.43,2.6,6.9,0.374,3.2,6.6,0.489,0.526,3.2,3.8,0.845,0.4,3.8,4.2,2.3,1.1,0.2,1.4,2.1,17.4,117.3,99.3,21.1,0.569,0.513,0.282,1.8,14.5,8.4,15.2,2.2,0.7,10.5,25.4,3.1,1.9,5.0,0.194,5.6,2.0,7.5,jonescu01
D'Angelo Russell,Ohio St.,B10,FR,G,35,1188.0,6.6,14.7,0.449,2.7,6.6,0.411,3.9,8.1,0.479,0.541,3.4,4.5,0.756,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.5,19.3,113.6,93.8,26.6,0.573,0.449,0.303,3.6,15.4,9.8,30.1,2.8,1.1,17.3,29.9,4.4,2.4,6.8,0.229,8.2,2.7,10.9,russeda01
Daeqwon Plowden,Bowling Green,MAC,SR,F,29,887.0,5.3,13.0,0.41,1.3,3.9,0.345,4.0,9.1,0.437,0.461,3.9,4.9,0.79,2.4,4.4,6.8,1.1,0.9,1.2,1.8,2.8,15.7,105.5,109.9,20.6,0.518,0.298,0.38,7.8,15.6,11.7,6.5,1.7,4.4,12.9,24.9,2.2,0.7,2.9,0.124,2.3,-2.3,0.0,plowdda01
Dalen Terry,Arizona,P12,SO,F,37,1029.0,3.1,6.2,0.502,0.8,2.1,0.364,2.4,4.1,0.572,0.563,1.1,1.4,0.736,1.2,3.7,4.8,3.9,1.2,0.3,1.4,3.3,8.0,121.1,93.6,16.9,0.584,0.336,0.231,5.0,12.8,9.3,22.1,2.5,1.1,18.0,15.1,2.4,2.1,4.5,0.176,3.1,3.5,6.7,terryda01
Dalton Knecht,Tennessee,SEC,SR,F,36,1103.0,7.3,16.0,0.458,2.6,6.5,0.397,4.8,9.5,0.499,0.538,4.4,5.7,0.77,0.8,4.1,4.9,1.8,0.7,0.6,1.7,2.3,21.6,114.5,98.7,24.4,0.577,0.406,0.354,2.8,14.3,8.7,13.4,1.3,2.4,10.6,29.8,3.7,2.0,5.7,0.207,7.8,2.1,9.9,knechda01
Damian Lillard,Weber St.,BSky,JR,G,30,1059.0,7.2,15.8,0.455,2.9,7.2,0.396,4.3,8.5,0.504,0.545,7.2,8.1,0.885,0.5,4.3,4.8,4.1,1.5,0.2,2.3,2.3,24.4,122.3,101.8,34.0,0.621,0.465,0.514,1.9,14.1,9.0,28.0,2.5,0.7,12.0,32.3,6.7,1.4,8.0,0.291,9.1,0.7,9.8,lillada01
Daniel Gafford,Arkansas,SEC,SO,C,32,918.0,6.7,10.1,0.659,0.0,0.0,0.0,6.7,10.1,0.659,0.659,3.6,6.0,0.591,2.8,5.8,8.7,0.7,0.9,2.0,2.4,3.8,16.9,112.3,95.1,28.7,0.651,0.0,0.598,11.2,22.7,16.8,6.0,1.8,8.4,18.2,25.2,2.8,1.8,4.6,0.199,5.1,2.2,7.3,gaffoda01
Daniss Jenkins,St. John's,BE,SR,G,33,1013.0,5.8,12.9,0.446,1.7,4.8,0.354,4.1,8.1,0.5,0.512,1.7,2.0,0.851,0.9,2.6,3.5,5.4,1.6,0.5,2.4,3.1,14.9,114.0,104.2,20.8,0.538,0.371,0.157,3.2,9.6,6.3,32.3,3.0,1.9,17.8,25.6,2.7,1.3,4.0,0.158,6.0,2.3,8.2,jenkida01
Danny Wolf,Michigan,B10,JR,C,37,1128.0,5.0,10.1,0.497,1.0,3.1,0.336,4.0,7.1,0.567,0.548,2.1,3.6,0.594,2.3,7.4,9.7,3.6,0.7,1.4,3.2,2.7,13.2,103.5,94.9,19.4,0.559,0.302,0.356,9.1,25.0,17.7,22.8,1.3,4.6,23.9,25.2,1.5,2.5,4.1,0.144,3.8,4.5,8.3,wolfda01
Darius Garland,Vanderbilt,SEC,FR,G,5,139.0,5.8,10.8,0.537,2.2,4.6,0.478,3.6,6.2,0.581,0.639,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3.0,2.0,16.2,110.1,105.1,23.6,0.657,0.426,0.296,1.6,13.7,7.7,25.7,1.7,1.5,23.2,26.9,0.4,0.1,0.5,0.148,3.5,1.1,4.6,garlada01
Davion Mitchell,Baylor,B12,JR,G,30,974.0,5.3,10.3,0.511,2.1,4.7,0.447,3.2,5.6,0.565,0.613,1.4,2.2,0.652,0.5,2.2,2.7,5.5,1.9,0.4,2.4,2.9,14.1,122.1,95.1,21.8,0.62,0.456,0.214,1.7,8.1,4.8,28.3,3.4,1.3,20.1,21.6,3.5,1.9,5.2,0.215,6.3,3.2,9.5,mitchda01
Day'Ron Sharpe,North Carolina,ACC,FR,C,29,556.0,3.9,7.4,0.519,0.0,0.1,0.0,3.9,7.4,0.523,0.519,1.8,3.5,0.505,3.4,4.2,7.6,1.4,0.8,0.9,2.0,4.2,9.5,101.9,92.3,25.5,0.521,0.009,0.468,18.3,23.8,20.9,15.4,2.3,5.1,20.6,27.5,1.1,1.2,2.3,0.169,3.8,2.6,6.4,sharpda01
De'Aaron Fox,Kentucky,SEC,FR,G,36,1064.0,5.9,12.4,0.478,0.5,1.9,0.246,5.5,10.5,0.52,0.497,4.3,5.9,0.739,0.6,3.4,4.0,4.6,1.5,0.2,2.4,3.4,16.7,110.7,96.1,22.7,0.548,0.154,0.471,2.1,12.2,7.2,28.6,2.7,0.7,15.8,27.6,3.1,2.1,5.1,0.192,3.8,3.3,7.1,foxde01
De'Andre Hunter,Virginia,ACC,SO,F,38,1234.0,5.4,10.4,0.52,1.2,2.8,0.438,4.2,7.6,0.55,0.579,3.2,4.1,0.783,1.4,3.7,5.1,2.0,0.6,0.6,1.4,2.5,15.2,122.9,94.3,24.3,0.618,0.266,0.398,5.6,13.4,9.8,13.0,1.2,2.4,11.8,23.5,4.8,2.6,7.3,0.237,6.8,2.6,9.4,huntede01
De'Anthony Melton,USC,P12,FR,G,36,972.0,2.8,6.4,0.437,0.6,2.1,0.284,2.2,4.4,0.51,0.483,2.1,3.0,0.706,1.4,3.3,4.7,3.5,1.9,1.0,1.8,3.3,8.3,108.0,99.2,19.2,0.53,0.32,0.472,6.0,13.6,9.9,22.5,4.1,3.9,19.7,19.1,1.7,1.5,3.2,0.133,2.2,4.1,6.3,meltode01
DeAndre Jordan,Texas A&M,B12,FR,C,34,683.0,3.1,5.2,0.605,0.0,0.0,0.0,3.1,5.2,0.605,0.605,1.5,3.4,0.452,1.9,4.1,6.0,0.4,0.2,1.3,1.6,3.8,7.9,99.3,89.6,23.2,0.574,0.0,0.65,11.0,22.0,12.5,4.4,0.5,6.5,21.8,22.1,1.6,2.8,4.4,0.249,1.3,2.8,4.1,jordade01
DeMar DeRozan,USC,P10,FR,G,35,1168.0,5.5,10.5,0.523,0.2,1.0,0.167,5.3,9.5,0.562,0.531,2.7,4.2,0.646,2.4,3.3,5.7,1.5,0.9,0.4,2.1,2.5,13.9,108.2,99.6,22.3,0.555,0.098,0.401,9.3,11.6,10.1,9.6,1.6,1.2,17.1,22.3,2.4,1.7,4.1,0.14,3.5,1.4,4.9,derozde01
Dean Wade,Kansas St.,B12,SR,C,25,761.0,4.9,9.9,0.492,0.9,2.2,0.418,4.0,7.7,0.513,0.538,2.2,2.8,0.789,2.0,4.1,6.1,2.8,0.8,0.5,1.4,2.7,12.9,116.3,92.5,22.7,0.573,0.222,0.286,8.0,16.8,12.4,21.3,1.7,2.2,12.9,22.6,2.3,1.7,4.0,0.208,5.4,3.5,8.9,wadede01
Deandre Ayton,Arizona,P12,FR,C,35,1172.0,7.9,12.9,0.612,0.3,1.0,0.343,7.5,11.9,0.635,0.625,4.0,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.8,20.1,126.7,97.5,32.6,0.65,0.078,0.424,13.5,28.2,21.4,10.2,1.0,6.1,13.1,26.2,5.5,2.1,7.6,0.259,8.0,1.9,9.9,aytonde01
Dejounte Murray,Washington,P12,FR,G,34,1139.0,5.9,14.3,0.416,1.0,3.5,0.288,4.9,10.8,0.457,0.451,3.2,4.9,0.663,1.4,4.6,6.0,4.5,1.8,0.3,3.2,3.2,16.1,97.8,100.8,16.8,0.485,0.243,0.342,4.1,13.7,8.8,25.7,2.8,0.8,19.0,26.0,1.2,1.6,2.8,0.099,1.6,1.2,2.9,murrade01
Deni Avdija,Maccabi Tel Aviv,Intl,FR,F,26,412.2,4.4,10.1,0.436,1.4,5.1,0.277,3.0,5.1,0.596,0.505,1.1,1.9,0.556,1.7,5.7,7.3,3.2,1.1,0.7,2.0,5.6,11.3,87.353,103.79,11.099,0.517,0.505,0.188,14.893,33.29,25.581,87.912,3.855,12.624,15.6,45.331,-0.04,1.12,1.081,0.105,0.436,2.103,2.54,avdijde01
Dereck Lively II,Duke,ACC,FR,C,34,701.0,2.3,3.5,0.653,0.1,0.4,0.154,2.2,3.1,0.714,0.661,0.6,1.0,0.6,2.1,3.3,5.4,1.1,0.5,2.4,0.7,5.2,5.2,130.6,90.1,22.6,0.657,0.111,0.297,12.3,17.8,15.2,9.8,1.5,12.8,15.7,12.8,1.8,1.7,3.5,0.201,2.4,6.6,9.0,livelde01
Derik Queen,Maryland,B10,FR,C,36,1093.0,5.8,11.1,0.526,0.2,1.0,0.2,5.6,10.1,0.558,0.535,4.6,6.1,0.766,2.3,6.6,9.0,1.9,1.1,1.1,2.4,2.8,16.5,113.4,91.3,24.7,0.591,0.088,0.546,9.0,24.5,16.9,11.6,2.0,3.8,16.5,26.9,3.1,2.8,5.9,0.216,4.2,3.7,7.9,queende01
Derrick Jones Jr.,Radford,BSth,FR,F,9,42.0,0.4,1.7,0.267,0.1,0.9,0.125,0.3,0.8,0.429,0.3,0.0,0.0,0.0,0.2,0.8,1.0,0.1,0.3,0.0,0.3,5.7,1.0,62.1,95.2,24.2,0.3,0.178,0.0,5.4,21.9,11.0,5.2,4.4,0.0,20.5,21.5,1.8,1.3,3.1,0.193,-8.3,0.8,-7.4,jonesde02
Derrick White,Colorado,P12,SR,G,33,1083.0,6.2,12.1,0.51,1.7,4.3,0.401,4.5,7.8,0.57,0.581,4.2,5.3,0.805,1.0,3.1,4.1,4.4,1.2,1.4,2.4,2.7,18.1,121.1,103.2,27.3,0.627,0.356,0.435,3.5,10.7,7.0,28.3,2.2,4.8,16.6,25.9,4.5,1.4,5.9,0.211,8.7,2.9,11.7,whitede01
Desmond Bane,TCU,B12,SR,F,31,1118.0,6.0,13.5,0.445,2.8,6.4,0.439,3.2,7.2,0.45,0.549,1.4,1.8,0.786,1.4,4.9,6.3,3.9,1.5,0.5,2.3,2.4,16.6,112.2,97.0,22.6,0.565,0.477,0.133,4.6,16.6,10.4,26.0,2.4,1.6,16.7,23.5,3.4,1.9,5.3,0.183,6.6,2.3,8.9,banede01
Devin Booker,Kentucky,SEC,FR,F,38,817.0,3.6,7.6,0.47,1.5,3.7,0.411,2.0,3.8,0.527,0.571,1.4,1.7,0.828,0.4,1.6,2.0,1.1,0.4,0.1,1.0,2.8,10.0,121.0,91.1,19.4,0.6,0.491,0.223,2.6,7.8,5.4,10.9,1.3,0.3,13.8,20.5,2.7,1.8,4.5,0.219,5.9,2.3,8.2,bookede01
Devin Carter,Providence,BE,JR,F,33,1164.0,6.6,14.0,0.473,2.5,6.8,0.377,4.1,7.3,0.563,0.564,3.9,5.3,0.747,1.0,7.7,8.7,3.6,1.8,1.0,2.7,2.2,19.8,112.7,93.5,25.6,0.598,0.482,0.376,3.4,23.7,14.0,23.3,2.9,2.8,16.1,27.8,3.3,2.7,6.0,0.206,7.0,4.4,11.4,cartede02
Devin Vassell,Florida St.,ACC,SO,F,30,862.0,4.8,9.8,0.49,1.5,3.5,0.415,3.3,6.3,0.532,0.565,1.6,2.2,0.738,1.3,3.8,5.1,1.6,1.4,1.0,0.8,2.7,12.7,124.8,92.4,23.8,0.585,0.361,0.221,5.2,15.4,10.4,11.2,2.8,4.1,8.1,18.9,3.0,1.7,4.7,0.218,6.4,3.7,10.1,vassede01
Dillon Brooks,Oregon,P12,JR,F,34,861.0,5.8,12.0,0.484,1.7,4.1,0.404,4.1,7.9,0.526,0.554,2.6,3.6,0.744,1.0,2.2,3.2,2.7,1.1,0.5,2.1,4.4,16.1,113.3,97.5,25.5,0.582,0.336,0.296,4.7,9.9,7.4,23.0,2.5,2.0,15.8,30.1,3.1,1.6,4.7,0.213,5.7,2.1,7.8,brookdi01
Domantas Sabonis,Gonzaga,WCC,SO,C,35,1122.0,6.5,10.8,0.606,0.1,0.4,0.357,6.4,10.4,0.615,0.612,4.3,5.5,0.768,3.0,8.8,11.8,1.8,0.6,0.9,2.6,4.0,17.5,120.0,90.8,29.3,0.651,0.036,0.513,11.6,28.2,20.7,11.4,1.1,2.7,18.5,26.0,4.6,2.8,7.5,0.26,5.3,2.4,7.6,sabondo01
Donovan Clingan,Connecticut,BE,SO,C,35,789.0,5.3,8.3,0.639,0.1,0.2,0.25,5.3,8.1,0.65,0.643,2.3,4.0,0.583,2.5,4.9,7.4,1.5,0.5,2.5,0.8,3.6,13.0,130.9,88.5,34.8,0.637,0.027,0.478,13.8,23.4,19.0,13.4,1.4,11.4,8.7,24.6,3.8,2.2,6.0,0.302,8.4,5.7,14.1,clingdo01
Donovan Mitchell,Louisville,ACC,SO,G,34,1098.0,5.3,13.1,0.408,2.4,6.6,0.354,3.0,6.4,0.463,0.498,2.6,3.2,0.806,1.1,3.8,4.9,2.7,2.1,0.5,1.6,3.2,15.6,114.4,93.2,21.8,0.534,0.509,0.243,3.7,12.9,8.3,16.0,3.7,1.7,12.7,23.3,3.0,2.4,5.4,0.197,5.3,4.8,10.1,mitchdo01
Donte DiVincenzo,Villanova,BE,SO,F,40,1171.0,4.7,9.8,0.481,2.1,5.3,0.401,2.6,4.5,0.575,0.59,1.9,2.7,0.71,1.2,3.6,4.8,3.5,1.0,0.2,2.0,2.8,13.4,119.5,100.4,20.9,0.608,0.542,0.274,4.9,13.8,9.6,20.0,2.1,0.7,17.0,22.8,3.7,1.8,5.5,0.188,5.8,2.3,8.1,divindo01
Dorian Finney-Smith,Florida,SEC,SR,F,36,1143.0,4.7,10.8,0.437,2.0,5.4,0.368,2.7,5.4,0.505,0.528,3.4,4.6,0.733,2.5,5.9,8.3,2.1,0.9,0.8,1.9,2.7,14.7,113.7,95.9,22.1,0.569,0.499,0.426,7.9,19.4,13.5,13.2,1.6,2.6,15.0,22.4,3.1,2.2,5.3,0.185,6.0,2.8,8.8,finnedo01
Doug McDermott,Creighton,BE,SR,F,35,1181.0,9.4,17.9,0.526,2.7,6.1,0.449,6.7,11.8,0.567,0.603,5.1,5.9,0.864,1.6,5.3,7.0,1.6,0.2,0.1,1.8,2.3,26.7,124.4,104.8,32.8,0.644,0.341,0.329,6.4,17.8,12.6,11.5,0.4,0.5,9.8,32.8,6.3,1.4,7.7,0.261,11.1,-0.9,10.2,mcderdo01
Drake Powell,North Carolina,ACC,FR,F,37,947.0,2.8,5.7,0.483,1.0,2.6,0.379,1.8,3.1,0.569,0.569,0.9,1.5,0.648,0.7,2.7,3.4,1.1,0.7,0.7,0.7,2.7,7.4,115.8,106.4,12.9,0.581,0.45,0.256,3.3,11.4,7.5,7.0,1.6,2.8,12.1,13.3,1.4,1.1,2.5,0.106,2.3,2.5,4.8,poweldr01
