Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,TS%,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,PER ,3PAr,PProd,TRB%,OWS,DWS,WS,WS/40
Precious Achiuwa,Memphis,Amer,FR,C,31,941,5.9,11.9,0.493,0.4,1.3,0.325,5.5,10.6,0.514,0.511,3.6,6,0.599,3,7.8,10.8,1,1.1,1.9,2.8,3.1,15.8,98.2,81.6,0.534,0.507,11.4,24.7,7.5,2,6.4,18.6,27.2,2.2,2.9,5.1,23.3,0.108,460,18.6,1.5,2.9,4.4,0.187
Steven Adams,Pittsburgh,BE,FR,C,32,749,3.1,5.5,0.571,0,0,0,3.1,5.5,0.571,0.571,1,2.2,0.443,2.8,3.5,6.3,0.6,0.7,2,1.1,2.8,7.2,109.7,86.5,0.555,0.4,15.3,19.1,5.4,1.9,11.2,16.9,18,3.4,3.7,7.1,23.2,0,228,18,1.6,1.9,3.5,0.185
Ochai Agbaji,Kansas,B12,SR,F,39,1367,6.6,13.9,0.475,2.6,6.5,0.407,4,7.4,0.534,0.57,2.9,3.9,0.743,0.8,4.2,5.1,1.6,0.9,0.6,2.1,1.9,18.8,114,97.9,0.595,0.28,2.8,12.9,8.7,1.5,1.7,14.5,23.3,6.5,1.7,8.1,20.8,0.466,631,8.2,4,2.2,6.2,0.181
Santi Aldama,Loyola MD,Pat,SO,C,17,595,7.9,15.5,0.513,1.9,5.1,0.368,6.1,10.4,0.585,0.574,3.5,5.1,0.686,1.8,8.3,10.1,2.3,1,1.7,3.2,2.2,21.2,109,93.6,0.594,0.327,6.1,27.9,15.5,1.7,5.6,18.2,29.4,6,1.7,7.7,28.6,0.331,329,16.9,1.9,1.2,3.1,0.208
Trey Alexander,Creighton,BE,JR,G,35,1302,6.6,14.9,0.446,1.8,5.2,0.339,4.9,9.6,0.504,0.506,2.5,3.1,0.824,0.5,5.2,5.7,4.7,1.1,0.4,2.5,1.9,17.6,108.7,100.9,0.538,0.208,1.8,14.6,23.9,1.7,1,14.8,26.5,2.7,2,4.7,18.7,0.352,631,8.8,2.8,2.1,4.9,0.149
Nickeil Alexander-Walker,Virginia Tech,ACC,SO,G,34,1167,5.6,11.8,0.474,1.7,4.6,0.374,3.9,7.2,0.537,0.546,3.3,4.2,0.778,0.5,3.6,4.1,4,1.9,0.5,2.9,2.7,16.2,109.8,93.6,0.586,0.359,1.8,13.1,24.6,3.4,2.3,19.6,26.4,4.2,3.7,7.9,21.9,0.586,543,7.6,3.1,2.5,5.5,0.189
Grayson Allen,Duke,ACC,SR,G,37,1316,4.9,11.7,0.418,2.8,7.5,0.37,2.1,4.2,0.503,0.536,2.9,3.4,0.85,0.5,2.8,3.3,4.6,1.7,0.1,2.1,2.4,15.5,121.1,101.1,0.58,0.293,1.8,8,21.2,2.8,0.2,16.7,20.3,4.6,2.7,7.3,18.8,0.637,574,5.1,4,2,5.9,0.179
Jarrett Allen,Texas,B12,FR,C,33,1061,5.4,9.6,0.566,0,0.2,0,5.4,9.4,0.579,0.566,2.5,4.5,0.564,3,5.4,8.4,0.8,0.6,1.5,2.5,2.6,13.4,101.9,99,0.571,0.472,11,18.8,5.5,1,5,20.1,22.9,2,2.1,4.1,20.3,0.022,428,14.9,1.5,1.7,3.3,0.124
Jose Alvarado,Georgia Tech,ACC,SR,G,26,965,5.4,10.7,0.505,1.8,4.5,0.39,3.7,6.2,0.59,0.588,2.6,3.1,0.838,0.7,2.7,3.5,4.2,2.8,0,2.1,2.5,15.2,117.8,99.6,0.623,0.287,2.5,9.4,21,4.5,0.1,16.1,20.6,4.3,3,7.3,22.2,0.421,394,5.9,2.9,1.4,4.3,0.179
Cole Anthony,North Carolina,ACC,FR,G,22,767,6,15.7,0.38,2.2,6.4,0.348,3.7,9.3,0.402,0.451,4.4,5.8,0.75,0.5,5.2,5.7,4,1.3,0.3,3.5,3.3,18.5,97.6,101.2,0.501,0.371,1.4,16.4,23.9,2.1,0.9,19.6,29,3,1.4,4.3,17.5,0.409,383,8.7,1.2,0.9,2.1,0.108
OG Anunoby,Indiana,B10,SO,F,16,402,4.2,7.6,0.557,0.9,2.8,0.311,3.4,4.8,0.701,0.615,1.7,3,0.563,1.8,3.7,5.4,1.4,1.3,1.3,1.6,3.3,11.1,115.6,98.5,0.611,0.393,8.5,16.1,11,3,5.5,18,20.5,4.7,3.1,7.8,23.8,0.369,167,12.5,1.1,0.7,1.7,0.172
Deandre Ayton,Arizona,P12,FR,C,35,1172,7.9,12.9,0.612,0.3,1,0.343,7.5,11.9,0.635,0.625,4,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2,2.8,20.1,126.7,97.5,0.65,0.424,13.5,28.2,10.2,1,6.1,13.1,26.2,8,1.9,9.9,32.6,0.078,666,21.4,5.5,2.1,7.6,0.259
Marvin Bagley III,Duke,ACC,FR,C,33,1114,8.2,13.3,0.614,0.7,1.8,0.397,7.5,11.6,0.647,0.64,4,6.3,0.627,4,7.1,11.1,1.5,0.8,0.9,2.3,2.2,21,123.8,96.5,0.643,0.475,13.8,21.4,8.8,1.4,2.6,14.7,25.8,8.3,1.4,9.6,30.6,0.132,630,17.9,4.8,2.1,6.9,0.248
Ace Bailey,Rutgers,B10,FR,F,30,1000,6.8,14.7,0.46,1.6,4.5,0.346,5.2,10.2,0.511,0.514,2.5,3.6,0.692,2.1,5.1,7.2,1.3,1,1.3,2,3.3,17.6,106.3,107.7,0.536,0.243,7,17.5,8.3,1.7,4.1,13.4,26.2,3.6,0.1,3.8,19.9,0.308,483,12.2,1.7,1.1,2.8,0.112
Lonzo Ball,UCLA,P12,FR,G,36,1262,5.2,9.5,0.551,2.2,5.4,0.412,3,4.1,0.732,0.668,1.8,2.7,0.673,0.9,5.1,6,7.6,1.8,0.8,2.5,2.1,14.6,129.4,99.8,0.673,0.286,3.2,14.3,31.4,2.8,2.1,18.9,20.1,7.6,3.4,11,24.7,0.566,608,9.3,4.8,2,6.8,0.214
Paolo Banchero,Duke,ACC,FR,F,39,1286,6.3,13.2,0.478,1.1,3.3,0.338,5.2,9.8,0.525,0.52,3.5,4.8,0.729,1.8,6.1,7.8,3.2,1.1,0.9,2.4,2.3,17.2,111.3,97.1,0.557,0.366,6.5,19.1,17.5,1.9,2.7,15.4,27.2,5.5,1.6,7.1,24.2,0.253,665,13.2,4,2.2,6.1,0.191
Desmond Bane,TCU,B12,SR,F,31,1118,6,13.5,0.445,2.8,6.4,0.439,3.2,7.2,0.45,0.549,1.4,1.8,0.786,1.4,4.9,6.3,3.9,1.5,0.5,2.3,2.4,16.6,112.2,97,0.565,0.133,4.6,16.6,26,2.4,1.6,16.7,23.5,6.6,2.3,8.9,22.6,0.477,507,10.4,3.4,1.9,5.3,0.183
Harrison Barnes,North Carolina,ACC,SO,F,38,1111,6,13.7,0.44,1.3,3.6,0.358,4.7,10.1,0.469,0.487,3.7,5.1,0.723,1.9,3.3,5.2,1.1,1.1,0.3,1.9,2.4,17.1,108.2,94.6,0.528,0.374,6.9,11,7.2,2,1.1,14,26,4.3,1.7,6,21.2,0.263,571,9.4,3.1,1.9,5,0.181
Scottie Barnes,Florida St.,ACC,FR,G,24,595,4.1,8.1,0.503,0.5,1.7,0.275,3.6,6.5,0.561,0.531,1.7,2.8,0.621,1.5,2.5,4,4.1,1.5,0.5,2.5,3.5,10.3,107.5,97.4,0.548,0.338,7.4,11,31.6,3.4,2.1,22.4,25.3,4.1,3.1,7.2,21.4,0.205,283,9.3,1.5,1,2.4,0.164
Brooks Barnhizer,Northwestern,B10,SR,F,17,628,6.1,14.6,0.414,1,3.8,0.266,5.1,10.9,0.465,0.448,4,5.2,0.764,1.5,7.3,8.8,4.2,2.3,1.1,2.8,1.8,17.1,101.6,95,0.5,0.357,4.8,24.6,24,3.8,3.7,16.2,28,4.1,4.1,8.2,21.6,0.257,294,14.3,0.8,1.4,2.2,0.14
Charles Bassey,Western Kentucky,CUSA,JR,C,28,852,6.9,11.8,0.59,0.6,2.1,0.305,6.3,9.6,0.652,0.617,3.1,4.1,0.759,3.3,8.3,11.6,0.7,0.4,3.1,2.2,3.1,17.6,118.2,89.5,0.643,0.353,13.2,30.8,5.6,0.7,11.5,16.6,25.4,6.3,2.6,8.9,32.7,0.179,441,22.4,3.3,2.1,5.4,0.254
Tamar Bates,Missouri,SEC,SR,F,34,883,4.6,9,0.508,1.5,3.9,0.397,3.1,5.2,0.591,0.593,2.6,2.7,0.946,0.7,1.9,2.6,1,1.3,0.1,1.3,2.7,13.3,124.3,107.5,0.643,0.3,3.2,8.8,7.5,2.9,0.6,13.9,20.4,5.6,1.3,6.9,20.4,0.427,392,6.1,2.7,0.9,3.7,0.167
Jamison Battle,Ohio St.,B10,SR,F,35,1096,5.1,11,0.465,2.6,6,0.433,2.5,5,0.503,0.583,2.5,2.7,0.926,1.2,4,5.2,1.3,0.4,0.3,1.5,2.6,15.3,120.6,106.4,0.624,0.247,4.4,14,8.3,0.7,0.8,13.8,21.1,5.6,0.1,5.7,19.3,0.55,472,9.4,3.2,1.2,4.4,0.161
Bradley Beal,Florida,SEC,FR,F,37,1267,4.7,10.6,0.445,1.7,5,0.339,3,5.6,0.541,0.525,3.6,4.7,0.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.4,14.8,112.3,95.5,0.575,0.44,4.8,18.1,12.7,2.5,2.6,17,22.4,5.3,2.3,7.6,22,0.473,522,12.3,3.6,2.1,5.7,0.18
Saddiq Bey,Villanova,BE,SO,F,31,1051,5.6,11.8,0.477,2.5,5.6,0.451,3.1,6.2,0.5,0.584,2.3,2.9,0.769,1.3,3.5,4.7,2.4,0.8,0.4,1.5,2.9,16.1,119,100,0.608,0.248,4.5,11.3,14.9,1.4,1.1,11.8,22,5.8,1.5,7.3,21.6,0.477,464,8,3.6,1.4,4.9,0.188
Anthony Black,Arkansas,SEC,FR,F,36,1237,4.1,9.1,0.453,0.8,2.6,0.301,3.4,6.6,0.513,0.495,3.7,5.3,0.705,1.2,3.8,5.1,3.9,2.1,0.6,3,3,12.8,102,95.6,0.549,0.578,4.3,12.8,20.9,3.4,1.9,22.6,22.2,2.5,3.4,5.9,17.2,0.283,492,8.5,1.8,2.4,4.2,0.133
Adem Bona,UCLA,P12,SO,C,32,849,4.6,7.9,0.585,0,0.1,0,4.6,7.8,0.59,0.585,3.2,4.5,0.697,2,3.9,5.9,1.2,1.1,1.8,2.5,5.5,12.4,106.3,95.8,0.617,0.573,8.7,18.3,11.5,2.7,8.7,22.3,25.6,1.5,4.3,5.8,23.3,0.004,387,13.4,1.7,1.9,3.6,0.165
Devin Booker,Kentucky,SEC,FR,F,38,817,3.6,7.6,0.47,1.5,3.7,0.411,2,3.8,0.527,0.571,1.4,1.7,0.828,0.4,1.6,2,1.1,0.4,0.1,1,2.8,10,121,91.1,0.6,0.223,2.6,7.8,10.9,1.3,0.3,13.8,20.5,5.9,2.3,8.2,19.4,0.491,324,5.4,2.7,1.8,4.5,0.219
Chris Boucher,Oregon,P12,SR,C,30,706,4.5,8.6,0.521,1.2,3.4,0.347,3.3,5.3,0.633,0.589,1.6,2.8,0.566,1.7,4.3,6.1,0.4,0.4,2.5,1,4.7,11.8,115.5,91.5,0.59,0.32,9.3,19.6,3.1,1,11.7,11.3,21.8,3.6,3.3,6.9,25.3,0.383,318,14.9,2,1.8,3.8,0.206
Tony Bradley,North Carolina,ACC,FR,C,37,540,2.6,4.6,0.564,0,0,0,2.6,4.6,0.564,0.564,1.6,2.7,0.616,2.6,2.6,5.1,0.6,0.3,0.6,0.7,5,7.1,123.3,96.9,0.582,0.576,18.2,19,7.4,1,4.6,11.5,21.4,5,1.8,6.8,26.2,0,270,18.8,2.1,1,3.1,0.225
Malaki Branham,Ohio St.,B10,FR,F,32,949,5,10.1,0.497,1.2,2.8,0.411,3.8,7.2,0.53,0.554,2.5,3,0.833,0.8,2.8,3.6,2,0.8,0.3,1.7,2.4,13.7,115,105.3,0.594,0.298,3.5,10.5,14.7,1.6,1,15.1,23.4,4.6,0.4,5,20.4,0.277,411,7.3,2.9,0.8,3.6,0.154
Christian Braun,Kansas,B12,JR,F,40,1374,5.2,10.4,0.495,1.3,3.3,0.386,3.9,7.2,0.545,0.556,2.5,3.4,0.733,1.4,5.1,6.5,2.8,1,0.8,2,2.1,14.1,114.1,95.9,0.585,0.323,4.9,16,14.5,1.6,2.5,16.8,20.2,5.2,2.8,8,19.6,0.316,551,10.8,3.5,2.5,6,0.174
Koby Brea,Kentucky,SEC,SR,F,36,1010,4.1,8.7,0.47,2.6,5.9,0.435,1.5,2.8,0.545,0.618,0.9,1,0.914,0.3,2.9,3.2,1.3,0.5,0.3,0.5,1.9,11.6,128.9,111.2,0.636,0.112,1.1,10.9,8,0.9,1.3,6.2,14.9,5.3,0.7,6,16.1,0.684,352,6.2,2.5,0.8,3.3,0.131
Mikal Bridges,Villanova,BE,JR,F,40,1287,6.1,11.9,0.514,2.6,6,0.435,3.5,5.9,0.593,0.623,2.9,3.4,0.851,1.4,4,5.3,1.9,1.5,1.1,1.4,2.7,17.6,130.1,97.4,0.655,0.282,5.2,13.7,10.6,2.7,3.5,10.9,22,8.4,3.6,12,26.8,0.503,644,9.7,5.4,2.4,7.7,0.241
Miles Bridges,Michigan St.,B10,SO,F,34,1067,6.1,13.4,0.458,2.1,5.7,0.366,4.1,7.7,0.527,0.536,2.7,3.2,0.845,1.3,5.7,7,2.6,0.6,0.8,2,2,17.1,116.2,94.6,0.573,0.241,5.2,18.1,16.6,1.2,2.5,14.7,25,5.7,1.9,7.6,22.6,0.427,531,12.5,3.3,2.2,5.5,0.208
Dillon Brooks,Oregon,P12,JR,F,34,861,5.8,12,0.484,1.7,4.1,0.404,4.1,7.9,0.526,0.554,2.6,3.6,0.744,1,2.2,3.2,2.7,1.1,0.5,2.1,4.4,16.1,113.3,97.5,0.582,0.296,4.7,9.9,23,2.5,2,15.8,30.1,5.7,2.1,7.8,25.5,0.336,525,7.4,3.1,1.6,4.7,0.213
Johni Broome,Auburn,SEC,SR,C,36,1088,7.3,14.3,0.51,0.7,2.5,0.278,6.6,11.8,0.559,0.534,3.3,5.6,0.587,3.7,7.1,10.8,2.9,0.9,2.1,1.6,2.8,18.6,118.5,93.6,0.547,0.39,14.1,26,19.5,1.8,7.5,9.9,30.6,8.9,4,12.9,30.9,0.174,682,20.2,4.2,2.6,6.8,0.25
Bruce Brown,Miami FL,ACC,FR,F,33,1053,4.1,8.8,0.459,1,2.9,0.347,3.1,6,0.513,0.515,2.7,3.7,0.744,1.5,4.2,5.6,3.2,1.5,0.5,2,3.1,11.8,111.5,96.8,0.559,0.414,5.6,15.3,20.7,2.9,1.9,18.2,21.5,3.7,3.9,7.6,16.9,0.319,242,12.4,0.7,1.2,1.9,0.121
Jaylen Brown,California,P12,FR,F,34,939,4.8,11.1,0.431,0.9,3,0.294,3.9,8.1,0.482,0.471,4.2,6.4,0.654,1.1,4.3,5.4,2,0.8,0.6,3.1,4.6,14.6,95.4,96.2,0.518,0.574,4.5,16.5,15.1,1.7,2.2,21,30.9,0.6,2,2.6,17.6,0.27,476,10.8,1,1.8,2.7,0.117
Kobe Brown,Missouri,SEC,SR,F,34,1004,5.7,10.3,0.553,1.5,3.3,0.455,4.2,7,0.598,0.625,2.9,3.7,0.792,1.8,4.6,6.4,2.5,1.5,0.4,1.6,3.3,15.8,125.6,103.2,0.655,0.356,7.3,18.3,16.7,2.8,1.9,13.6,23.5,7.3,0.7,8.1,27,0.319,517,12.8,4.1,1.2,5.3,0.213
Jalen Brunson,Villanova,BE,JR,G,40,1272,6.8,12.9,0.521,2.1,5.3,0.408,4.6,7.7,0.599,0.604,3.2,4,0.802,0.3,2.8,3,4.6,0.9,0,1.8,2.5,18.9,128.5,103.2,0.635,0.313,1.2,9.7,26.6,1.7,0.1,12.3,26.1,7.8,1.7,9.5,26.1,0.407,745,5.6,6,1.7,7.7,0.241
Carter Bryant,Arizona,B12,FR,F,37,715,2.2,4.8,0.46,1.1,2.8,0.371,1.1,1.9,0.592,0.571,1.1,1.6,0.695,0.9,3.2,4.1,1,0.9,1,1,4.8,6.5,113.9,98.8,0.593,0.335,5.3,17.8,8.3,2.8,5.8,18.5,16,3.2,4.3,7.5,16.6,0.597,228,11.9,1.2,1.4,2.5,0.142
Thomas Bryant,Indiana,B10,SO,C,34,954,4.4,8.4,0.519,0.7,1.8,0.383,3.7,6.6,0.556,0.56,3.2,4.4,0.73,2.2,4.4,6.6,1.5,0.8,1.5,2.3,4.4,12.6,112,101,0.601,0.519,9.7,17.2,9.8,1.6,5.7,20.9,22.3,3.2,2.1,5.3,21.6,0.211,419,13.7,2.4,1.4,3.8,0.159
Jamal Cain,Oakland,Horz,SR,F,30,1050,7.3,14.6,0.499,1.1,3.8,0.298,6.1,10.8,0.57,0.538,4.2,5,0.841,3,7.2,10.2,0.7,1.8,0.6,2.2,3.9,19.9,113.9,95.5,0.587,0.346,10.1,23.5,4.6,3.1,1.9,13.9,26.5,3.3,-0.1,3.2,26.3,0.261,541,16.8,3.5,2.1,5.6,0.214
Kentavious Caldwell-Pope,Georgia,SEC,SO,F,32,1086,5.8,13.4,0.433,2.6,7,0.373,3.2,6.4,0.498,0.53,4.2,5.3,0.799,1.2,5.9,7.1,1.8,2,0.5,2,2.6,18.5,112.7,89.8,0.579,0.393,4.3,19.7,16.8,3.8,1.9,13.8,27.2,8.4,3.9,12.3,27.7,0.523,521,12.9,3.9,2.4,6.2,0.23
Toumani Camara,Dayton,A10,JR,C,34,1019,5.2,9.6,0.546,0.9,2.4,0.362,4.4,7.2,0.606,0.59,2.6,3.9,0.669,2.3,6.3,8.6,1.7,1.2,0.8,2.1,3.5,13.9,112.3,88.7,0.609,0.408,10.2,23.3,13.4,2.6,3.1,17.9,24.5,3.7,2.8,6.6,25,0.245,446,17.3,2.8,2.7,5.5,0.216
Dylan Cardwell,Auburn,SEC,SR,C,38,773,2.2,3.2,0.7,0,0.1,0.5,2.2,3.1,0.703,0.704,0.6,1.8,0.324,2.5,2.6,5.1,1.6,0.8,1.4,0.6,5,5,133.7,97.4,0.627,0.567,14.1,14,12.7,2.4,7.4,11.7,13.5,4.5,5.6,10.2,20.3,0.017,240,14,2.1,1.6,3.6,0.189
Branden Carlson,Utah,P12,SR,C,36,1066,6.4,12.8,0.502,1.8,4.7,0.379,4.7,8.1,0.573,0.571,2.4,3.3,0.714,1.4,5.1,6.5,1.6,0.4,1.5,1.5,2.6,17,114.5,101.9,0.591,0.258,5.4,17.8,10.8,0.7,5,11.3,24.7,5.8,1.8,7.6,22.9,0.365,538,11.9,2.9,1.7,4.5,0.17
Devin Carter,Providence,BE,JR,F,33,1164,6.6,14,0.473,2.5,6.8,0.377,4.1,7.3,0.563,0.564,3.9,5.3,0.747,1,7.7,8.7,3.6,1.8,1,2.7,2.2,19.8,112.7,93.5,0.598,0.376,3.4,23.7,23.3,2.9,2.8,16.1,27.8,7,4.4,11.4,25.6,0.482,619,14,3.3,2.7,6,0.206
Jevon Carter,West Virginia,B12,SR,G,37,1311,5.8,13.8,0.422,2.1,5.3,0.393,3.7,8.5,0.441,0.498,3.6,4.2,0.858,0.8,3.9,4.6,6.6,3,0.4,2.6,3.4,17.3,117.3,94.3,0.549,0.305,2.3,12.9,35.2,4.8,1.2,16.8,25.1,6.5,4.6,11.1,24.9,0.385,686,7.5,4.3,2.8,7,0.214
Wendell Carter Jr.,Duke,ACC,FR,C,37,993,4.8,8.6,0.561,0.5,1.2,0.413,4.3,7.4,0.586,0.591,3.4,4.5,0.738,2.9,6.1,9.1,2,0.8,2.1,2,4.2,13.5,121.5,92,0.628,0.527,12.8,23.1,13,1.7,7.6,18.2,23.4,5.9,4.5,10.4,28.2,0.144,501,18.4,3.6,2.3,5.9,0.239
Alex Caruso,Texas A&M,SEC,SR,G,37,1067,3,6,0.502,0.8,2.1,0.368,2.2,3.9,0.572,0.566,1.4,1.8,0.785,1.1,2.5,3.6,5,2.1,0.4,2.4,3.4,8.1,111.6,92.9,0.598,0.294,4.1,9.5,31.1,4.2,1.6,26.8,17.5,2.5,5.6,8,18.2,0.344,362,6.8,1.9,2.4,4.3,0.163
Stephon Castle,Connecticut,BE,FR,F,34,916,4,8.5,0.472,0.6,2.2,0.267,3.4,6.3,0.544,0.507,2.4,3.2,0.755,1.7,3,4.7,2.9,0.8,0.5,1.5,3.6,11.1,116.9,98,0.551,0.379,7.8,12,18.4,1.8,2.1,15,22.4,3.1,2.4,5.5,19,0.259,397,10.1,2.5,1.7,4.3,0.186
Colin Castleton,Florida,SEC,SR,C,26,810,5.8,11.5,0.5,0.1,0.6,0.133,5.7,11,0.519,0.503,4.3,6,0.729,1.8,5.9,7.7,2.7,0.9,3,2.5,2.7,16,104.8,92.5,0.555,0.517,6.6,20.2,19.9,1.7,9.2,16.5,28.2,4.2,5.1,9.2,26,0.05,418,13.6,1.8,1.8,3.6,0.177
Julian Champagnie,St. John's,BE,JR,F,31,1060,7.1,17.2,0.414,2.1,6.2,0.337,5,11,0.457,0.475,2.9,3.7,0.781,1.4,5.3,6.6,2,2,1.1,1.5,1.8,19.2,105.4,96.6,0.507,0.213,4.1,16.5,11,3.1,3.5,9.1,25.5,4.2,1.2,5.4,21.6,0.361,530,10.2,2.2,1.9,4.1,0.153
Justin Champagnie,Pittsburgh,ACC,SO,F,20,687,6.7,14.1,0.475,1.1,3.7,0.311,5.5,10.4,0.534,0.516,3.5,4.8,0.711,3.4,7.6,11,1.6,1.2,1.2,1.5,2,18,115,97.4,0.549,0.344,10.8,25.6,10.4,2,4.3,10.3,24.6,6.8,0.8,7.5,27.3,0.263,334,18,2.4,1.1,3.5,0.204
Cam Christie,Minnesota,B10,FR,F,33,996,3.8,9.4,0.405,2.1,5.4,0.391,1.7,4,0.424,0.518,1.6,2.1,0.779,0.2,3.4,3.6,2.2,0.6,0.3,1.2,2.2,11.4,110.3,108.7,0.546,0.219,1,12.8,13.8,1.2,1.1,12.3,18.2,2.1,-0.1,2,13.7,0.577,339,7.1,1.6,0.9,2.5,0.1
Max Christie,Michigan St.,B10,FR,F,35,1079,3.2,8.4,0.382,1.1,3.5,0.317,2.1,4.9,0.429,0.449,1.7,2.1,0.824,0.9,2.6,3.5,1.5,0.5,0.5,1.5,1.4,9.3,98.2,106.5,0.494,0.253,3.4,9.2,8.6,1,1.7,16.5,17.2,0.5,0.3,0.8,10.5,0.42,309,6.4,0.9,0.8,1.7,0.063
Moussa Cisse,Memphis,Amer,SR,C,35,637,2,3.6,0.548,0,0,0,2,3.6,0.548,0.548,1.7,3.6,0.488,2.7,3.8,6.5,0.5,0.7,1.6,1,5.6,5.7,107.1,95,0.537,0.992,17.3,22.7,4.3,2.1,9.8,17.2,18.4,0.1,2.9,3,19.5,0,225,20.1,1,1.4,2.4,0.152
Jaylen Clark,UCLA,P12,JR,F,30,915,4.9,10.3,0.479,0.9,2.6,0.329,4.1,7.7,0.53,0.521,2.2,3.2,0.698,1.9,4.1,6,1.9,2.6,0.3,1.2,2.8,13,114.6,85,0.548,0.311,7.4,16,11.4,5.1,1.1,11.3,21.4,4.5,6.1,10.6,23.4,0.256,375,11.7,2.4,2.7,5.1,0.223
Brandon Clarke,Gonzaga,WCC,JR,C,37,1039,6.9,10.1,0.687,0.1,0.4,0.267,6.8,9.7,0.705,0.693,2.9,4.2,0.694,3.1,5.5,8.6,1.9,1.2,3,1.5,3,16.9,134.3,83.9,0.699,0.42,13.9,19.7,12.1,2.3,10.8,12.7,24,9.5,5.9,15.4,37.2,0.04,603,17.1,5.5,3.2,8.8,0.337
Jordan Clarkson,Missouri,SEC,JR,G,35,1228,6,13.4,0.447,0.9,3.3,0.281,5.1,10.1,0.5,0.481,4.6,5.6,0.831,0.8,3,3.8,3.4,1.1,0.2,2.7,2.5,17.5,109.7,106.8,0.546,0.417,2.9,9.3,23.3,1.9,0.6,16.8,27.3,3.7,-0.1,3.6,20.2,0.244,605,6.4,3.2,1.2,4.4,0.142
Walter Clayton Jr.,Florida,SEC,SR,G,39,1271,6,13.4,0.448,3,7.8,0.386,3,5.7,0.534,0.56,3.2,3.7,0.875,0.4,3.3,3.7,4.2,1.2,0.5,2.4,2.3,18.3,122.2,101.1,0.602,0.275,1.2,10.3,23.2,2.1,1.6,16.9,24.8,7.3,2.6,9.9,21.6,0.578,679,6,4.4,2.1,6.5,0.206
Nique Clifford,Colorado St.,MWC,SR,F,36,1274,6.6,13.3,0.496,1.8,4.9,0.377,4.8,8.5,0.564,0.565,3.9,5,0.777,1.5,8.1,9.6,4.4,1.2,0.6,2.6,2.7,18.9,116.6,95,0.603,0.373,5.4,26,26.8,2,2,15.8,27.9,6.9,3.4,10.3,25.1,0.365,686,16.4,4.1,2.9,7,0.22
Donovan Clingan,Connecticut,BE,SO,C,35,789,5.3,8.3,0.639,0.1,0.2,0.25,5.3,8.1,0.65,0.643,2.3,4,0.583,2.5,4.9,7.4,1.5,0.5,2.5,0.8,3.6,13,130.9,88.5,0.637,0.478,13.8,23.4,13.4,1.4,11.4,8.7,24.6,8.4,5.7,14.1,34.8,0.027,420,19,3.8,2.2,6,0.302
Noah Clowney,Alabama,SEC,FR,C,36,915,3.4,7,0.486,0.9,3.3,0.283,2.5,3.7,0.669,0.553,2,3.1,0.649,2.1,5.8,7.9,0.8,0.6,0.9,1.3,3.9,9.8,113.5,89,0.576,0.439,8.7,21.4,6,1.3,3.4,15.5,17.8,3.3,3.9,7.3,18.6,0.474,336,15.5,1.9,2.4,4.3,0.189
Amir Coffey,Minnesota,B10,JR,F,36,1266,5.5,12.6,0.436,1.1,3.8,0.304,4.4,8.9,0.492,0.481,4.5,6.1,0.738,0.7,2.9,3.6,3.2,0.9,0.2,2.3,1.7,16.7,104.9,105,0.537,0.487,2.2,9.6,19.9,1.5,0.7,15.4,24.8,3.5,1,4.5,16.9,0.309,564,5.8,2.5,1.3,3.8,0.121
Isaiah Collier,USC,P12,FR,G,27,804,5.7,11.6,0.49,1,3,0.338,4.7,8.7,0.543,0.533,3.9,5.8,0.673,0.6,2.3,2.9,4.3,1.5,0.2,3.3,3.2,16.3,102.9,107.1,0.567,0.497,2.5,8.7,31.1,2.9,0.8,21.1,30.2,3,0.5,3.5,19.3,0.255,434,5.6,1.4,0.8,2.2,0.11
John Collins,Wake Forest,ACC,SO,C,33,878,7.1,11.4,0.622,0,0,0,7.1,11.4,0.624,0.622,5,6.7,0.745,3.8,6.1,9.8,0.5,0.6,1.6,1.8,4.5,19.2,124.8,103.9,0.658,0.585,16.4,25.7,4.5,1.3,6.6,13.2,29.2,8.9,0.3,9.2,35.9,0.003,579,21.1,4.6,1,5.6,0.256
Zach Collins,Gonzaga,WCC,FR,C,39,672,3.5,5.3,0.652,0.3,0.5,0.476,3.2,4.8,0.672,0.676,2.8,3.8,0.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,6.3,10,120.6,79.1,0.703,0.715,12.2,23.2,4.4,1.5,9.8,20.2,24.8,4.2,5.7,10,31,0.101,359,18.4,2.6,2.4,5,0.299
Pat Connaughton,Notre Dame,ACC,SR,F,38,1351,4.4,9.4,0.466,2.4,5.8,0.423,1.9,3.6,0.537,0.597,1.3,1.7,0.781,1.1,6.3,7.4,1.5,0.7,0.9,1.2,2.2,12.5,120.4,100,0.615,0.18,4.2,20.4,7.6,1.3,2.7,12.2,16.7,5.8,1.1,6.9,19.4,0.618,436,13,3.5,1.9,5.4,0.16
