Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,player_id
Royce O'Neale,Baylor,3,3,1,33,1060.0,3.3,7.2,0.456,1.5,3.4,0.438,1.8,3.8,0.472,0.559,2.1,2.7,0.773,2.0,3.8,5.8,3.4,1.2,0.3,1.7,2.8,10.1,123.1,96.5,19.8,0.597,0.473,0.371,7.3,13.7,10.5,21.8,2.3,1.2,19.2,17.2,3.1,1.9,5.0,0.189,5.9,3.2,9.1,onealro01
Rudy Gobert,Cholet,0,1,2,27,680.0,5.8,8.1,0.718,0.0,0.2,0.0,5.8,7.9,0.736,0.716,3.2,4.7,0.704,3.8,5.8,9.4,0.7,1.2,3.2,2.7,3.8,14.9,115.791,98.14,11.01,0.733,0.025,0.58,20.956,21.324,20.735,15.625,2.647,68.891,15.6,28.385,0.107,1.92,2.027,0.119,-0.184,2.206,2.022,goberru01
Rui Hachimura,Gonzaga,1,2,1,37,1118.0,7.4,12.6,0.591,0.4,1.0,0.417,7.0,11.6,0.606,0.608,4.4,6.0,0.739,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.6,19.7,121.7,91.0,28.6,0.639,0.077,0.477,5.8,17.0,12.1,9.3,1.8,2.4,12.9,26.4,4.7,2.7,7.4,0.264,5.9,2.5,8.4,hachiru01
Russell Westbrook,UCLA,3,1,0,38,1284.0,4.7,10.1,0.462,0.6,2.0,0.32,4.0,8.1,0.497,0.493,2.8,3.9,0.709,1.6,2.4,3.9,4.3,1.6,0.2,2.5,2.9,12.7,109.0,92.7,25.5,0.533,0.197,0.386,5.9,8.4,7.1,24.0,2.9,0.6,19.9,22.5,2.0,3.3,5.3,0.161,3.1,3.5,6.6,westbru01
Ryan Rollins,Toledo,1,1,0,33,1078.0,6.9,14.8,0.463,1.4,4.6,0.311,5.5,10.3,0.531,0.511,3.9,4.8,0.81,0.7,5.3,6.0,3.6,1.7,0.3,2.2,3.0,18.9,111.4,96.1,24.7,0.557,0.304,0.322,2.4,16.1,9.7,20.0,2.9,0.9,13.6,28.2,3.6,2.2,5.8,0.208,3.6,1.8,5.3,rolliry01
Saddiq Bey,Villanova,1,1,1,31,1051.0,5.6,11.8,0.477,2.5,5.6,0.451,3.1,6.2,0.5,0.584,2.3,2.9,0.769,1.3,3.5,4.7,2.4,0.8,0.4,1.5,2.9,16.1,119.0,100.0,21.6,0.608,0.477,0.248,4.5,11.3,8.0,14.9,1.4,1.1,11.8,22.0,3.6,1.4,4.9,0.188,5.8,1.5,7.3,beysa01
Sam Hauser,Virginia,3,3,1,25,856.0,5.9,11.7,0.503,2.5,6.0,0.417,3.4,5.6,0.596,0.611,1.7,1.9,0.896,0.8,6.0,6.8,1.8,0.6,0.4,1.0,1.8,16.0,123.6,99.5,25.2,0.635,0.517,0.164,3.4,21.6,13.1,11.6,1.1,1.4,9.0,22.2,3.3,1.2,4.6,0.213,7.4,1.6,9.1,hausesa01
Sam Merrill,Utah St.,1,3,0,32,1118.0,6.1,13.2,0.461,2.8,6.8,0.41,3.3,6.4,0.515,0.566,4.7,5.2,0.893,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.6,19.7,125.9,96.8,25.0,0.625,0.513,0.397,0.6,12.0,6.6,24.0,1.5,0.4,10.9,24.1,5.2,2.0,7.1,0.255,7.3,1.8,9.2,merrisa01
Sandro Mamukelashvili,Seton Hall,1,3,1,27,961.0,6.2,14.3,0.434,1.6,4.6,0.336,4.7,9.7,0.481,0.488,3.5,4.9,0.714,1.9,5.7,7.6,3.2,1.1,0.6,3.3,2.0,17.5,100.6,100.5,20.2,0.525,0.323,0.344,6.1,18.5,12.4,20.6,1.8,1.7,19.0,28.6,1.8,1.3,3.1,0.127,4.4,1.0,5.4,mamuksa01
Santi Aldama,Loyola MD,1,1,2,17,595.0,7.9,15.5,0.513,1.9,5.1,0.368,6.1,10.4,0.585,0.574,3.5,5.1,0.686,1.8,8.3,10.1,2.3,1.0,1.7,3.2,2.2,21.2,109.0,93.6,28.6,0.594,0.331,0.327,6.1,27.9,16.9,15.5,1.7,5.6,18.2,29.4,1.9,1.2,3.1,0.208,6.0,1.7,7.7,aldamsa01
Scoot Henderson,GLI ,2,0,0,19,584.0,7.1,16.5,0.429,0.9,3.1,0.275,6.2,13.4,0.465,0.455,2.6,3.4,0.764,1.2,5.1,6.3,7.6,1.2,0.6,4.1,3.8,19.4,98.0,122.0,13.5,0.537,0.19,0.205,3.8,15.4,9.6,33.0,1.7,1.6,18.7,27.4,-1.0,0.4,-0.7,-0.054,0.0,0.0,0.0,hendesc01
Scottie Barnes,Florida St.,3,0,0,24,595.0,4.1,8.1,0.503,0.5,1.7,0.275,3.6,6.5,0.561,0.531,1.7,2.8,0.621,1.5,2.5,4.0,4.1,1.5,0.5,2.5,3.5,10.3,107.5,97.4,21.4,0.548,0.205,0.338,7.4,11.0,9.3,31.6,3.4,2.1,22.4,25.3,1.5,1.0,2.4,0.164,4.1,3.1,7.2,barnesc01
Shai Gilgeous-Alexander,Kentucky,3,0,0,37,1248.0,4.9,10.2,0.485,0.6,1.5,0.404,4.3,8.6,0.5,0.516,3.9,4.7,0.822,0.9,3.2,4.1,5.1,1.6,0.5,2.7,2.0,14.4,114.1,100.8,21.2,0.579,0.151,0.462,3.2,10.0,6.8,28.8,2.8,1.7,19.8,22.8,3.3,1.9,5.2,0.167,5.0,3.1,8.1,gilgesh01
Simone Fontecchio,Baskonia,0,0,1,33,935.6,6.9,14.8,0.465,3.0,7.4,0.41,3.8,7.3,0.519,0.568,2.7,3.2,0.851,1.4,4.7,6.2,2.7,0.9,0.7,2.8,3.0,19.4,102.062,102.99,10.6,0.598,0.5,0.216,6.858,15.35,12.149,52.529,1.764,9.138,15.6,37.247,0.054,2.419,2.473,0.106,1.424,0.548,1.972,fontesi01
Stephen Curry,Davidson,1,2,0,33,1116.0,9.2,20.2,0.454,3.8,9.9,0.388,5.3,10.3,0.518,0.549,6.4,7.3,0.88,0.6,3.9,4.5,5.4,2.3,0.2,3.8,2.8,28.6,118.0,89.1,24.5,0.605,0.489,0.361,1.8,12.3,6.9,39.8,3.9,0.7,16.6,37.5,6.4,3.6,9.9,0.348,10.8,4.5,15.3,curryst01
Stephon Castle,Connecticut,1,0,1,34,916.0,4.0,8.5,0.472,0.6,2.2,0.267,3.4,6.3,0.544,0.507,2.4,3.2,0.755,1.7,3.0,4.7,2.9,0.8,0.5,1.5,3.6,11.1,116.9,98.0,19.0,0.551,0.259,0.379,7.8,12.0,10.1,18.4,1.8,2.1,15.0,22.4,2.5,1.7,4.3,0.186,3.1,2.4,5.5,castlst01
Steven Adams,Pittsburgh,1,0,2,32,749.0,3.1,5.5,0.571,0.0,0.0,0.0,3.1,5.5,0.571,0.571,1.0,2.2,0.443,2.8,3.5,6.3,0.6,0.7,2.0,1.1,2.8,7.2,109.7,86.5,23.2,0.555,0.0,0.4,15.3,19.1,18.0,5.4,1.9,11.2,16.9,18.0,1.6,1.9,3.5,0.185,3.4,3.7,7.1,adamsst01
Svi Mykhailiuk,Ukraine,0,1,0,4,36.7,2.4,13.3,0.182,1.2,7.2,0.167,1.2,6.1,0.2,0.226,2.4,6.1,0.4,3.7,2.4,6.1,2.4,1.2,0.0,7.2,4.9,8.4,36.232,104.45,6.975,0.263,0.541,0.459,56.01,24.22,36.936,98.361,7.266,0.0,15.6,140.381,-0.545,0.152,-0.393,-0.429,-1.08,1.158,0.078,mykhasv01
T.J. McConnell,Arizona,3,3,0,38,1158.0,4.1,8.2,0.498,0.7,2.1,0.321,3.4,6.2,0.557,0.538,1.5,1.8,0.829,0.7,3.2,3.8,6.3,2.2,0.1,2.1,2.3,10.4,118.3,87.3,22.9,0.57,0.249,0.224,2.8,12.5,7.8,39.0,4.3,0.3,19.3,20.7,3.5,3.0,6.5,0.224,5.5,5.7,11.2,mccontj01
Tari Eason,LSU,3,1,1,33,806.0,5.8,11.1,0.521,0.8,2.4,0.359,4.9,8.7,0.564,0.559,4.6,5.7,0.803,2.3,4.3,6.6,1.0,2.0,1.2,2.2,4.5,16.9,115.7,82.1,33.4,0.615,0.214,0.515,10.5,19.8,15.2,10.1,4.6,6.5,16.5,30.8,3.4,2.5,5.9,0.294,8.5,5.1,13.5,easonta01
Taurean Prince,Baylor,3,3,1,33,1017.0,5.5,12.9,0.431,1.6,4.5,0.361,3.9,8.4,0.468,0.493,3.3,4.3,0.769,2.3,3.6,5.9,2.3,1.2,0.7,2.7,3.3,16.0,107.2,102.8,20.8,0.537,0.339,0.336,8.9,14.7,12.0,15.4,2.3,2.7,18.9,27.2,2.4,1.4,3.8,0.148,4.9,0.9,5.7,princta02
Taylor Hendricks,UCF,1,0,1,34,1178.0,5.4,11.3,0.478,1.8,4.6,0.394,3.6,6.8,0.535,0.557,2.5,3.2,0.782,2.4,4.6,7.0,1.4,0.9,1.7,1.4,2.3,15.1,119.9,96.0,22.5,0.589,0.403,0.286,8.1,16.2,12.1,8.6,1.6,5.9,12.1,20.4,3.5,2.2,5.7,0.195,4.9,2.2,7.1,hendrta01
Terance Mann,Florida St.,3,3,1,37,1174.0,4.0,7.9,0.505,0.8,2.1,0.39,3.2,5.8,0.547,0.557,2.6,3.4,0.79,2.5,4.0,6.5,2.5,0.7,0.3,1.8,2.8,11.4,119.6,98.9,18.9,0.603,0.265,0.426,9.1,14.3,11.7,15.6,1.2,1.2,17.3,18.4,3.2,1.9,5.1,0.174,4.4,2.2,6.6,mannte01
Terry Rozier,Louisville,3,1,0,36,1260.0,5.9,14.5,0.411,1.3,4.4,0.306,4.6,10.1,0.456,0.457,3.9,4.9,0.79,1.2,4.4,5.6,3.0,2.0,0.2,2.2,2.0,17.1,105.9,89.6,22.1,0.509,0.301,0.338,3.8,13.9,8.8,19.7,3.5,0.5,14.1,26.8,3.0,3.0,6.0,0.191,4.4,4.1,8.5,roziete01
Thomas Bryant,Indiana,3,1,2,34,954.0,4.4,8.4,0.519,0.7,1.8,0.383,3.7,6.6,0.556,0.56,3.2,4.4,0.73,2.2,4.4,6.6,1.5,0.8,1.5,2.3,4.4,12.6,112.0,101.0,21.6,0.601,0.211,0.519,9.7,17.2,13.7,9.8,1.6,5.7,20.9,22.3,2.4,1.4,3.8,0.159,3.2,2.1,5.3,bryanth01
Tim Hardaway Jr.,Michigan,3,2,1,37,1293.0,5.2,12.2,0.429,1.8,5.1,0.358,3.4,7.0,0.481,0.504,2.0,2.8,0.695,0.2,4.3,4.5,2.4,0.7,0.5,1.9,2.2,14.2,104.9,99.6,17.7,0.527,0.424,0.233,0.8,14.5,8.4,12.9,1.2,1.4,15.0,22.3,2.8,1.7,4.5,0.136,3.2,1.2,4.3,hardati02
Tobias Harris,Tennessee,3,0,2,34,993.0,5.4,11.8,0.46,0.7,2.2,0.303,4.8,9.6,0.497,0.489,3.8,5.0,0.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.8,15.3,109.5,97.8,23.8,0.54,0.189,0.423,7.5,20.6,14.0,10.4,1.4,3.4,14.3,25.9,2.9,1.5,4.4,0.177,5.3,1.4,6.7,harrito02
Tony Bradley,North Carolina,3,0,2,37,540.0,2.6,4.6,0.564,0.0,0.0,0.0,2.6,4.6,0.564,0.564,1.6,2.7,0.616,2.6,2.6,5.1,0.6,0.3,0.6,0.7,5.0,7.1,123.3,96.9,26.2,0.582,0.0,0.576,18.2,19.0,18.8,7.4,1.0,4.6,11.5,21.4,2.1,1.0,3.1,0.225,5.0,1.8,6.8,bradlto01
Toumani Camara,Dayton,1,2,2,34,1019.0,5.2,9.6,0.546,0.9,2.4,0.362,4.4,7.2,0.606,0.59,2.6,3.9,0.669,2.3,6.3,8.6,1.7,1.2,0.8,2.1,3.5,13.9,112.3,88.7,25.0,0.609,0.245,0.408,10.2,23.3,17.3,13.4,2.6,3.1,17.9,24.5,2.8,2.7,5.5,0.216,3.7,2.8,6.6,camarto01
Trae Young,Oklahoma,3,0,0,32,1133.0,8.2,19.3,0.423,3.7,10.2,0.361,4.5,9.1,0.493,0.519,7.4,8.6,0.861,0.4,3.5,3.9,8.7,1.7,0.2,5.2,2.0,27.4,112.1,106.9,28.3,0.586,0.532,0.444,1.3,9.9,5.8,48.3,2.5,0.7,20.0,38.4,4.6,1.1,5.7,0.201,9.4,0.8,10.1,youngtr01
Trayce Jackson-Davis,Indiana,3,2,2,32,1106.0,8.2,14.1,0.582,0.0,0.0,0.0,8.2,14.1,0.582,0.582,4.6,6.6,0.695,2.8,8.0,10.8,4.0,0.8,2.9,2.6,2.0,20.9,118.5,93.4,34.2,0.609,0.0,0.467,10.1,24.7,18.0,24.8,1.4,9.0,14.3,30.1,4.8,2.4,7.2,0.261,9.8,5.0,14.7,jackstr02
Tre Jones,Duke,3,1,0,29,1028.0,5.6,13.2,0.423,1.3,3.7,0.361,4.2,9.5,0.447,0.474,3.7,4.8,0.771,0.7,3.6,4.2,6.4,1.8,0.3,2.7,2.0,16.2,110.8,93.7,21.2,0.524,0.282,0.366,2.1,10.8,6.5,31.4,2.8,0.9,16.8,24.6,3.0,2.0,4.9,0.192,4.6,2.3,6.9,jonestr01
Tre Mann,Florida,3,1,1,24,766.0,5.5,12.1,0.459,1.9,4.7,0.402,3.7,7.4,0.494,0.536,3.1,3.7,0.831,0.7,5.0,5.6,3.5,1.4,0.2,2.8,3.0,16.0,109.9,98.2,21.1,0.579,0.386,0.307,2.6,17.1,10.2,22.3,2.4,0.6,19.6,25.9,2.2,1.2,3.3,0.172,4.6,1.7,6.3,manntr01
Trendon Watford,LSU,3,1,1,28,968.0,6.1,12.6,0.48,0.6,2.0,0.316,5.4,10.6,0.512,0.506,3.5,5.4,0.651,1.7,5.7,7.4,2.9,1.1,0.6,2.6,2.9,16.3,105.6,102.5,20.2,0.536,0.161,0.429,5.3,16.8,11.3,15.6,1.8,2.0,16.9,24.9,2.2,1.1,3.3,0.136,3.5,0.7,4.1,watfotr01
Trey Murphy III,Virginia,3,2,1,25,739.0,3.8,7.6,0.503,2.1,4.8,0.433,1.8,2.8,0.62,0.639,1.5,1.6,0.927,0.6,2.8,3.4,1.2,0.8,0.4,0.8,2.7,11.3,127.9,101.0,20.9,0.67,0.628,0.215,2.8,11.7,7.6,8.2,1.8,1.8,9.8,17.3,2.5,0.9,3.5,0.189,5.3,2.0,7.2,murphtr02
Ty Jerome,Virginia,3,2,0,37,1256.0,4.8,11.1,0.435,2.1,5.4,0.399,2.7,5.7,0.469,0.532,1.8,2.5,0.736,0.5,3.8,4.2,5.5,1.5,0.0,1.6,2.0,13.6,119.1,91.7,22.9,0.555,0.484,0.222,1.8,13.0,7.8,32.6,3.0,0.1,13.3,24.1,4.3,2.9,7.2,0.228,6.3,4.0,10.3,jeromty01
Tyler Herro,Kentucky,3,0,1,37,1207.0,5.0,10.9,0.462,1.6,4.6,0.355,3.4,6.3,0.538,0.536,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.6,14.0,118.2,96.8,19.4,0.58,0.419,0.231,1.6,14.0,8.2,15.2,2.0,1.1,14.8,20.0,3.3,2.1,5.4,0.181,4.6,3.5,8.1,herroty01
Tyrese Haliburton,Iowa St.,3,1,0,22,807.0,5.6,11.1,0.504,2.4,5.6,0.419,3.2,5.5,0.592,0.611,1.7,2.0,0.822,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.4,15.2,120.1,99.9,25.9,0.631,0.508,0.184,4.6,13.7,9.2,35.3,3.8,2.0,20.1,21.5,2.7,1.6,4.3,0.187,7.4,3.3,10.7,halibty01
Tyrese Maxey,Kentucky,3,0,0,31,1068.0,4.8,11.3,0.427,1.1,3.6,0.292,3.8,7.7,0.492,0.474,3.2,3.9,0.833,0.4,3.9,4.3,3.1,0.9,0.4,2.2,2.8,14.0,104.7,98.3,16.3,0.531,0.322,0.342,1.4,12.1,7.3,18.3,1.5,1.3,16.6,22.1,2.1,1.5,3.6,0.134,1.9,1.5,3.4,maxeyty01
Tyus Jones,Duke,3,0,0,39,1322.0,3.5,8.3,0.417,1.2,3.2,0.379,2.3,5.1,0.44,0.489,3.7,4.2,0.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.4,11.8,121.8,98.3,20.4,0.575,0.383,0.5,1.8,9.9,6.1,27.5,2.7,0.2,17.4,19.9,4.4,2.1,6.5,0.196,5.6,2.8,8.4,jonesty01
Victor Wembanyama,Paris,0,0,2,34,1213.3,9.3,19.9,0.47,1.7,6.2,0.275,7.7,13.6,0.561,0.51,6.6,7.9,0.828,2.4,10.6,13.0,3.0,0.9,3.8,3.3,2.6,26.9,100.84,97.21,10.801,0.575,0.312,0.397,9.341,27.504,20.239,45.593,1.401,38.172,15.6,41.53,0.062,3.268,3.331,0.11,2.202,2.76,4.963,wembavi01
Vince Williams Jr.,VCU,1,3,1,30,973.0,4.6,9.6,0.477,2.2,5.6,0.387,2.4,4.0,0.605,0.591,2.8,3.4,0.814,0.9,5.1,6.0,3.0,1.6,1.1,2.9,3.6,14.1,108.2,87.8,20.7,0.629,0.585,0.355,3.5,17.7,11.0,19.6,2.9,3.8,23.0,22.5,2.1,2.5,4.6,0.191,4.4,4.3,8.7,willivi01
Walker Kessler,Auburn,3,1,2,34,869.0,4.8,7.9,0.608,0.3,1.5,0.2,4.5,6.4,0.702,0.627,1.6,2.6,0.596,2.6,5.4,8.0,0.9,1.1,4.5,1.1,4.1,11.4,122.6,82.3,31.4,0.627,0.151,0.332,10.9,22.1,17.3,7.0,2.4,18.8,12.9,19.0,2.8,2.7,5.5,0.254,5.9,7.4,13.2,kesslwa01
Wendell Carter Jr.,Duke,3,0,2,37,993.0,4.8,8.6,0.561,0.5,1.2,0.413,4.3,7.4,0.586,0.591,3.4,4.5,0.738,2.9,6.1,9.1,2.0,0.8,2.1,2.0,4.2,13.5,121.5,92.0,28.2,0.628,0.144,0.527,12.8,23.1,18.4,13.0,1.7,7.6,18.2,23.4,3.6,2.3,5.9,0.239,5.9,4.5,10.4,cartewe01
Yves Missi,Baylor,3,0,2,33,758.0,4.1,6.7,0.613,0.0,0.0,0.0,4.1,6.7,0.613,0.613,2.5,4.1,0.619,2.6,3.0,5.6,0.4,0.6,1.5,1.1,4.2,10.7,120.3,102.4,24.7,0.621,0.0,0.604,14.4,16.3,15.5,3.5,1.4,7.1,13.9,21.9,2.6,1.2,3.7,0.191,4.1,1.7,5.8,missiyv01
Zaccharie Risacher,Bourg,0,0,1,32,781.1,6.0,13.6,0.439,2.1,6.1,0.352,3.8,7.4,0.511,0.518,4.2,5.7,0.74,2.2,4.8,6.9,1.7,1.6,0.4,2.4,4.3,18.3,98.876,102.43,10.668,0.568,0.449,0.419,12.518,18.208,15.704,36.957,3.642,5.618,15.6,42.124,0.029,2.053,2.081,0.107,1.142,1.077,2.218,risacza01
Zach Collins,Gonzaga,1,0,2,39,672.0,3.5,5.3,0.652,0.3,0.5,0.476,3.2,4.8,0.672,0.676,2.8,3.8,0.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,6.3,10.0,120.6,79.1,31.0,0.703,0.101,0.715,12.2,23.2,18.4,4.4,1.5,9.8,20.2,24.8,2.6,2.4,5.0,0.299,4.2,5.7,10.0,colliza01
Zach LaVine,UCLA,3,0,1,37,904.0,3.4,7.8,0.441,1.3,3.5,0.375,2.1,4.3,0.494,0.524,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,3.2,9.4,107.3,103.6,14.6,0.545,0.444,0.236,2.4,9.5,6.1,12.6,2.1,0.8,13.9,19.0,1.4,1.2,2.5,0.111,1.5,0.5,2.0,lavinza01
Zeke Nnaji,Arizona,3,0,2,32,978.0,5.6,9.8,0.57,0.2,0.5,0.294,5.4,9.3,0.586,0.578,4.8,6.2,0.76,3.1,5.5,8.6,0.8,0.7,0.9,2.2,3.1,16.1,116.1,91.3,25.7,0.63,0.054,0.637,11.5,20.4,15.9,5.8,1.3,3.3,16.9,24.1,3.5,2.1,5.6,0.229,4.9,1.9,6.8,nnajize01
Ziaire Williams,Stanford,3,0,1,20,558.0,3.8,10.2,0.374,1.1,4.0,0.291,2.6,6.2,0.427,0.431,1.9,2.5,0.796,0.5,4.0,4.6,2.2,0.8,0.6,2.9,3.4,10.7,85.0,98.0,11.2,0.473,0.389,0.241,2.4,16.4,9.9,16.4,1.7,2.2,23.2,25.8,-0.2,0.9,0.6,0.046,-1.6,1.3,-0.3,willizi02
Zion Williamson,Duke,3,0,1,33,989.0,9.0,13.2,0.68,0.7,2.2,0.338,8.2,11.0,0.747,0.708,3.9,6.2,0.64,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.8,22.6,129.2,86.8,40.8,0.702,0.163,0.467,12.8,18.0,15.5,15.0,3.9,5.8,15.2,28.2,5.5,2.8,8.3,0.335,12.8,5.9,18.7,willizi01
A.J. Green,Northern Iowa,1,2,0,30,1093.0,5.8,14.0,0.411,3.1,7.9,0.388,2.7,6.1,0.44,0.52,4.7,5.1,0.915,0.2,3.5,3.7,2.5,0.8,0.0,2.2,1.8,18.8,110.4,106.4,19.7,0.585,0.562,0.363,0.8,11.7,6.3,14.2,1.4,0.1,13.4,26.2,3.1,0.9,4.1,0.144,4.6,-1.0,3.6,greenaj01
Monte Morris,Iowa St.,3,1,0,34,1153.0,4.6,9.0,0.507,0.9,2.4,0.395,3.6,6.6,0.547,0.559,1.9,2.5,0.753,0.7,2.7,3.4,5.2,1.9,0.4,1.1,1.6,11.9,126.2,99.0,24.7,0.586,0.308,0.278,2.5,8.6,7.6,27.4,3.2,1.3,10.7,17.7,4.8,1.7,6.5,0.21,5.6,3.6,9.2,morrimo01
Xavier Tillman Sr.,Michigan St.,3,2,2,31,995.0,5.3,9.7,0.55,0.4,1.6,0.26,4.9,8.1,0.608,0.572,2.6,4.0,0.667,2.7,7.6,10.3,3.0,1.2,2.1,2.0,3.3,13.7,116.6,85.6,26.5,0.593,0.167,0.41,9.9,23.9,17.5,18.3,2.1,6.9,16.4,21.6,3.1,2.7,5.8,0.234,5.7,5.7,11.5,tillmxa01
Tristan Da Silva,Colorado,3,3,1,34,1156.0,5.8,11.8,0.492,1.9,4.8,0.395,3.9,7.0,0.559,0.573,2.5,3.0,0.835,0.9,4.1,5.1,2.4,1.1,0.6,1.8,2.4,16.0,118.0,102.8,19.8,0.606,0.405,0.258,3.6,13.7,9.0,13.4,2.0,1.7,14.5,21.2,3.1,1.6,4.7,0.164,4.6,1.6,6.2,dasiltr01
RJ Barrett,Duke,3,0,1,38,1341.0,9.5,20.9,0.454,2.2,7.1,0.308,7.3,13.9,0.529,0.506,4.4,6.7,0.665,1.8,6.8,8.6,4.9,1.0,0.5,3.7,2.1,25.7,110.1,95.9,23.3,0.532,0.338,0.319,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,3.8,2.7,6.5,0.194,6.5,2.1,8.6,barrerj01
Moussa Diabate,Michigan,3,0,1,32,796.0,5.9,10.9,0.542,0.2,0.7,0.214,5.7,10.2,0.564,0.549,2.6,4.2,0.619,3.8,5.8,9.6,1.3,0.6,1.4,2.4,4.3,14.5,110.9,104.1,17.6,0.565,0.065,0.389,11.9,17.0,14.5,6.2,0.8,3.7,15.5,19.7,1.6,0.9,2.5,0.124,1.6,1.1,2.8,diabamo01
Kelly Oubre,Kansas,3,0,0,36,756.0,5.8,13.1,0.444,1.8,5.0,0.358,4.0,8.1,0.497,0.512,4.2,5.8,0.718,2.2,7.3,9.5,1.5,2.2,0.7,2.3,3.8,17.6,112.0,92.6,21.1,0.555,0.383,0.444,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,1.7,1.7,3.4,0.18,4.7,4.1,8.8,oubreke01
PJ Washington,Kentucky,3,1,1,35,1024.0,7.4,14.2,0.522,1.3,3.0,0.423,6.1,11.2,0.549,0.567,4.6,7.0,0.663,3.2,7.1,10.3,2.5,1.1,1.7,2.7,3.4,20.7,119.5,93.9,26.0,0.592,0.214,0.489,10.0,19.9,15.3,13.1,1.7,4.8,13.3,25.8,3.5,2.2,5.7,0.223,6.9,4.0,10.9,washipj01
Dario Saric,Anadolu Efes,0,1,1,24,598.9,7.7,15.3,0.5,2.1,5.3,0.403,5.4,9.9,0.552,0.572,3.4,3.7,0.939,2.7,7.6,10.2,2.6,0.9,0.8,2.7,4.6,20.9,106.481,103.61,11.242,0.617,0.346,0.242,15.028,28.2,22.708,46.263,2.004,10.146,15.6,43.698,0.09,1.582,1.672,0.112,1.427,1.616,3.043,saricda01
Robert Williams III,Texas A&M,3,1,1,30,769.0,7.2,11.4,0.632,0.0,0.6,0.0,7.2,10.8,0.668,0.632,1.7,3.6,0.471,3.7,10.7,14.4,2.2,1.2,4.1,2.7,3.4,16.2,113.8,90.2,25.5,0.614,0.055,0.318,10.2,26.8,18.9,10.8,1.8,10.4,17.0,19.0,1.5,2.0,3.5,0.184,4.5,6.2,10.6,williro04
Luka Doncic,Real Madrid,0,0,0,28,745.6,7.1,15.4,0.463,2.0,7.0,0.28,5.2,8.4,0.617,0.526,5.1,6.6,0.773,1.6,7.9,9.4,8.3,1.9,0.7,3.6,2.7,21.3,97.243,100.34,11.135,0.582,0.455,0.429,8.345,27.47,19.611,157.795,3.964,8.827,15.6,45.699,0.02,1.994,2.014,0.108,2.153,2.118,4.27,doncilu01
Nikola Jokic,Serbia,0,0,2,5,120.0,7.0,12.6,0.559,0.8,3.0,0.25,6.3,9.7,0.654,0.587,2.2,3.3,0.667,2.2,8.9,11.1,4.4,1.9,1.1,2.6,5.6,17.0,102.09,101.07,16.55,0.605,0.238,0.262,12.731,34.336,25.694,84.615,4.398,16.492,15.6,38.546,0.047,0.45,0.497,0.166,0.915,2.827,3.742,jokicni01
Nikola Jovic,Mega,0,0,1,25,772.2,5.8,13.6,0.428,2.4,6.8,0.356,3.4,6.8,0.5,0.515,2.8,3.8,0.754,1.2,5.1,6.3,4.9,0.8,0.6,3.9,3.6,16.9,88.149,103.72,10.653,0.553,0.5,0.279,5.396,15.288,11.331,109.375,1.439,8.427,15.6,34.483,-0.053,2.001,1.948,0.101,1.093,0.443,1.536,jovicni01
Kristaps Porzingis,Sevilla,0,0,2,34,818.9,7.4,15.8,0.471,1.3,4.3,0.313,6.1,11.4,0.531,0.509,3.6,4.6,0.774,3.0,5.9,8.9,0.8,1.7,1.8,2.4,5.3,19.8,97.903,100.16,10.777,0.555,0.272,0.291,17.3,22.682,20.529,14.706,3.921,22.195,15.6,46.649,0.023,2.222,2.246,0.11,0.994,2.055,3.049,porzikr01
Dennis Schroder,Germany,0,0,0,5,36.4,6.4,15.6,0.414,2.2,4.7,0.476,4.2,10.9,0.388,0.481,6.7,8.2,0.811,0.9,4.2,5.1,10.4,1.6,0.2,3.8,1.6,21.8,94.75,101.44,30.275,0.567,0.301,0.526,17.17,53.419,38.919,214.876,12.21,2.494,15.6,175.58,-0.002,0.181,0.179,0.196,2.21,3.814,6.023,schrode01
Alperen Sengun,Beşiktaş,0,0,2,29,912.2,9.9,15.3,0.646,0.2,1.0,0.19,9.7,14.2,0.679,0.654,7.1,8.8,0.812,5.8,7.4,13.2,3.6,1.9,2.3,3.3,4.3,27.1,120.595,98.26,11.24,0.707,0.065,0.575,25.61,21.783,23.314,51.873,3.356,29.169,15.6,39.69,0.23,2.49,2.721,0.119,1.935,2.303,4.238,sengual01
